	source	target	weight	edge_sample	edcolor
14729	Peptostreptococcaceae bacterium AS15	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14730	Streptococcus pseudopneumoniae	Peptostreptococcaceae bacterium CM5	1.0	Intertype	#cccccc
14731	Peptostreptococcaceae bacterium CM5	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14732	Streptococcus pseudopneumoniae	Peptostreptococcaceae bacterium OBRC8	1.0	Intertype	#cccccc
14733	Peptostreptococcaceae bacterium OBRC8	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14734	Streptococcus pseudopneumoniae	Peptostreptococcaceae bacterium oral taxon 113	1.0	Intertype	#cccccc
14735	Peptostreptococcaceae bacterium oral taxon 113	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14736	Streptococcus pseudopneumoniae	Porphyromonas gulae	1.0	Attached	#4e4dfc
14737	Porphyromonas gulae	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14738	Streptococcus pseudopneumoniae	Prevotella aurantiaca	1.0	Intertype	#cccccc
14739	Prevotella aurantiaca	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14740	Streptococcus pseudopneumoniae	Prevotella buccae	1.0	Intertype	#cccccc
14741	Prevotella buccae	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14742	Streptococcus pseudopneumoniae	Prevotella disiens	1.0	Intertype	#cccccc
14743	Prevotella disiens	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14744	Streptococcus pseudopneumoniae	Prevotella falsenii	1.0	Intertype	#cccccc
14745	Prevotella falsenii	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14746	Streptococcus pseudopneumoniae	Prevotella melaninogenica	1.0	Intertype	#cccccc
14747	Prevotella melaninogenica	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14748	Streptococcus pseudopneumoniae	Prevotella multiformis	1.0	Intertype	#cccccc
14749	Prevotella multiformis	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14750	Streptococcus pseudopneumoniae	Prevotella sp. HUN102	1.0	Intertype	#cccccc
14751	Prevotella sp. HUN102	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14752	Streptococcus pseudopneumoniae	Selenomonas noxia	1.0	Intertype	#cccccc
14753	Selenomonas noxia	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14754	Streptococcus pseudopneumoniae	Selenomonas sp. FOBRC9	1.0	Intertype	#cccccc
14755	Selenomonas sp. FOBRC9	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14756	Streptococcus pseudopneumoniae	Simonsiella muelleri	1.0	Attached	#4e4dfc
14757	Simonsiella muelleri	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14758	Streptococcus pseudopneumoniae	Staphylococcus pasteuri	1.0	Attached	#4e4dfc
14759	Staphylococcus pasteuri	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14760	Streptococcus pseudopneumoniae	Streptococcus agalactiae	1.0	Intertype	#cccccc
14761	Streptococcus agalactiae	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14762	Streptococcus pseudopneumoniae	Streptococcus constellatus	1.0	Intertype	#cccccc
14763	Streptococcus constellatus	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14764	Streptococcus pseudopneumoniae	Streptococcus cristatus	1.0	Attached	#4e4dfc
14765	Streptococcus cristatus	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14766	Streptococcus pseudopneumoniae	Streptococcus gordonii	1.0	Attached	#4e4dfc
14767	Streptococcus gordonii	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14768	Streptococcus pseudopneumoniae	Streptococcus intermedius	1.0	Intertype	#cccccc
14769	Streptococcus intermedius	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14770	Streptococcus pseudopneumoniae	Streptococcus mutans	1.0	Intertype	#cccccc
14771	Streptococcus mutans	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14772	Streptococcus pseudopneumoniae	Streptococcus oligofermentans	1.0	Attached	#4e4dfc
14773	Streptococcus oligofermentans	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14774	Streptococcus pseudopneumoniae	Streptococcus oralis	1.0	Attached	#4e4dfc
14775	Streptococcus oralis	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14776	Streptococcus pseudopneumoniae	Streptococcus pneumoniae	1.0	Attached	#4e4dfc
14777	Streptococcus pneumoniae	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14778	Streptococcus sanguinis	[Eubacterium] yurii	1.0	Intertype	#cccccc
14779	[Eubacterium] yurii	Streptococcus sanguinis	1.0	Intertype	#cccccc
14780	Streptococcus sanguinis	Actinobaculum sp. oral taxon 183	1.0	Supragingival_plaque	#ff964f
