TAXA	Acidovorax	Actinomyces	Afipia	Akkermansia	Alistipes	Alloprevotella	Bacillus	Bosea	Brevibacterium	Burkholderia	Campylobacter	Capnocytophaga	Chlamydia	Chryseobacterium	Comamonas	Dolosigranulum	Enhydrobacter	Enterobacter	Eubacterium	Exiguobacterium	Facklamia	Faecalibacterium	Fenollaria	Gemella	Haemophilus	Kocuria	Lactococcus	Lawsonella	Levyella	Mageeibacillus	Megasphaera	Methylobacterium	Micrococcus	Mobiluncus	Mycoplasma	Nocardia	Nosocomiicoccus	Odoribacter	Oscillibacter	Paenibacillus	Parabacteroides	Paracoccus	Paraprevotella	Peptostreptococcus	Propionibacterium	Rhodopseudomonas	Roseburia	Rothia	Ruminococcus	Sneathia	Sphingobium	Sphingomonas	Sphingopyxis	Staphylococcus	Stenotrophomonas	Sutterella	Treponema	Varibaculum
Paraprevotella	0.0	0.0	0.0	0.9999999999999996	0.8838834764831841	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.9999999999999998	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.8838834764831841	0.0	0.0	0.0	0.9449111825230682	0.0	0.0	0.0	0.979911869877732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800701841928148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacterium	0.0	0.0	0.0	0.9449111825230682	0.0	0.9449111825230682	0.0	0.0	0.0	0.0	0.0	0.9449111825230682	0.0	0.0	0.0	0.9449111825230682	0.0	0.9449111825230682	0.9449111825230682	0.0	0.0	0.9449111825230686	0.0	0.0	0.9449111825230682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9449111825230682	0.9449111825230682	0.0	0.0	0.0	0.9449111825230682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodopseudomonas	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.9452941770058043	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9754172691319662	0.8838834764831841	0.9819805060619655	0.0	0.9999999999999996	0.9999999999999996	0.9999999999999996	0.8029550685469659
Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8699176724016802	0.0	0.0	0.0	0.0
Rothia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96875	0.9687499999999998	0.0	0.0	0.0	0.9687499999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.96875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9687499999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcus	0.0	0.0	0.0	0.979911869877732	0.0	0.979911869877732	0.0	0.0	0.0	0.0	0.0	0.979911869877732	0.0	0.0	0.0	0.979911869877732	0.0	0.979911869877732	0.979911869877732	0.0	0.0	0.9799118698777322	0.0	0.0	0.979911869877732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979911869877732	0.979911869877732	0.0	0.0	0.0	0.979911869877732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sneathia	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979911869877732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	1.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobium	0.9754172691319662	0.0	0.9754172691319662	0.0	0.0	0.0	0.9754172691319662	0.9754172691319662	0.0	0.0	0.0	0.0	0.0	0.0	0.9754172691319662	0.0	0.9754172691319662	0.0	0.0	0.9754172691319662	0.0	0.0	0.9754172691319662	0.0	0.0	0.9754172691319662	0.9754172691319662	0.9754172691319662	0.0	0.0	0.0	0.9754172691319662	0.9754172691319662	0.0	0.0	0.0	0.0	0.0	0.0	0.9754172691319662	0.0	0.9754172691319662	0.0	0.0	0.0	0.9754172691319662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9754172691319662	0.9754172691319662	0.9754172691319662	0.0
Sphingomonas	0.8838834764831841	0.0	0.8838834764831841	0.0	0.0	0.0	0.8838834764831841	0.8838834764831841	0.0	0.0	0.0	0.0	0.0	0.0	0.8838834764831841	0.0	0.8838834764831841	0.0	0.0	0.8838834764831841	0.0	0.0	0.8838834764831842	0.0	0.0	0.8838834764831841	0.8838834764831841	0.8838834764831841	0.0	0.0	0.0	0.8838834764831841	0.8838834764831841	0.0	0.0	0.0	0.0	0.0	0.0	0.8838834764831841	0.0	0.8838834764831841	0.0	0.0	0.0	0.8838834764831841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8838834764831841	0.8838834764831841	0.8838834764831841	0.0
Sphingopyxis	0.9819805060619655	0.0	0.9819805060619655	0.0	0.0	0.0	0.9819805060619655	0.9819805060619655	0.0	0.0	0.0	0.0	0.0	0.0	0.9819805060619655	0.0	0.9819805060619655	0.0	0.0	0.9819805060619655	0.0	0.0	0.9819805060619657	0.0	0.0	0.9819805060619655	0.9819805060619655	0.9819805060619655	0.0	0.0	0.0	0.9819805060619655	0.9819805060619655	0.0	0.0	0.0	0.0	0.0	0.0	0.9819805060619655	0.0	0.9819805060619655	0.0	0.0	0.0	0.9819805060619655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819805060619655	0.9819805060619655	0.9819805060619655	0.0
Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9452941770058044	0.9452941770058041	0.0	0.0	0.0	0.9452941770058041	0.0	0.0	0.0	0.0	0.0	0.0	0.9452941770058044	0.0	0.0	0.8699176724016802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9452941770058041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8699176724016802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stenotrophomonas	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.9452941770058043	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.9754172691319662	0.8838834764831841	0.9819805060619655	0.0	0.0	0.9999999999999996	0.9999999999999996	0.8029550685469659
Sutterella	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.9452941770058043	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.9754172691319662	0.8838834764831841	0.9819805060619655	0.0	0.9999999999999996	0.0	0.9999999999999996	0.8029550685469659
Treponema	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.0	0.0	0.9999999999999996	0.9999999999999996	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0	0.9452941770058043	0.0	0.0	0.0	0.9999999999999996	0.0	0.9999999999999996	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.9754172691319662	0.8838834764831841	0.9819805060619655	0.0	0.9999999999999996	0.9999999999999996	0.0	0.8029550685469659
Varibaculum	0.8029550685469659	0.0	0.8029550685469659	0.0	0.0	0.0	0.8029550685469659	0.8029550685469659	0.0	0.0	0.0	0.0	0.0	0.0	0.8029550685469659	0.0	0.8029550685469659	0.0	0.0	0.8029550685469659	0.0	0.0	0.802955068546966	0.0	0.0	0.8029550685469659	0.8029550685469659	0.8029550685469659	0.8237544710479138	0.0	0.0	0.8029550685469659	0.8029550685469659	0.0	0.0	0.0	0.0	0.0	0.0	0.8029550685469659	0.0	0.8029550685469659	0.0	0.0	0.0	0.8029550685469659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8029550685469659	0.8029550685469659	0.8029550685469659	0.0
