TAXA	Aerococcus	Afipia	Aliterella	Amphibacillus	Arcanobacterium	Arthrobacter	Atopobacter	Aureimonas	Azohydromonas	Barnesiella	Bifidobacterium	Blautia	Brevundimonas	Calothrix	Capnocytophaga	Clostridium	Coprococcus	Corynebacterium	Crocosphaera	Delftia	Dialister	Dolosigranulum	Enhydrobacter	Enterobacter	Escherichia	Eubacterium	Exiguobacterium	Facklamia	Fusobacterium	Granulicatella	Gulbenkiania	Helicobacter	Kingella	Klebsiella	Kocuria	Lactobacillus	Lactococcus	Lelliottia	Leptotrichia	Leucobacter	Levyella	Methylobacterium	Microbacterium	Micrococcus	Microvirga	Modestobacter	Mycobacterium	Odoribacter	Paenibacillus	Parabacteroides	Paracoccus	Pedobacter	Photobacterium	Psychrobacter	Rheinheimera	Risungbinella	Roseburia	Shuttleworthia	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Stenotrophomonas	Stomatobaculum	Streptomyces	Tepidiphilus	Vibrio	Xanthomonas
Levyella	0.0	0.8807048459279789	0.0	0.0	0.8807048459279789	0.0	0.0	0.8807048459279795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8807048459279787	0.0	0.0	0.0	0.0	0.0	0.0	0.8807048459279796	0.8807048459279796	0.0	0.0	0.0	0.8807048459279789	0.8807048459279796	0.0	0.0	0.924678098474716	0.0	0.0	0.0	0.0	0.8807048459279795	0.0	0.8807048459279796	0.8807048459279787	0.8807048459279787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8807048459279796	0.0	0.8807048459279789	0.0	0.0	0.0	0.0	0.0	0.0	0.8807048459279789	0.0	0.0	0.0
Methylobacterium	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.9058216273156766	0.0	0.9058216273156768	0.0	0.9134557280367778	0.0	0.0	1.0000000000000002	0.8807048459279796	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0
Microbacterium	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.9058216273156764	0.0	0.9058216273156766	0.0	0.9134557280367775	0.0	0.0	1.0	0.8807048459279787	1.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Micrococcus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.9058216273156764	0.0	0.9058216273156766	0.0	0.9134557280367775	0.0	0.0	1.0	0.8807048459279787	1.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Microvirga	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	1.0	0.0	1.0	1.0	0.999364003789439
Modestobacter	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	1.0	0.0	1.0	1.0	0.999364003789439
Mycobacterium	0.0	0.0	0.9996971597845281	0.0	0.0	0.9996971597845282	0.0	0.0	0.9996971597845284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996971597845281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996971597845282	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	0.0	0.9996971597845282	0.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996971597845282	0.0	0.9996971597845282	0.9996971597845281	0.0
Odoribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.0	0.0	0.9874569484647034	0.8433738561749835	0.0	0.0	0.0	0.9987019965231436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098109174503299	0.8569673643633197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenibacillus	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098109174503302	0.0	0.9098109174503299	0.0	0.0	0.0	0.0	0.986716837252311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098109174503302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098109174503299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098109174503299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paracoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8569673643633197	0.0	0.8569673643633197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8569673643633197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8569673643633197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8569673643633196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pedobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991453094249255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Photobacterium	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	1.0	0.0	1.0	1.0	0.999364003789439
Psychrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8188161526192352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rheinheimera	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	1.0	0.0	1.0	1.0	0.999364003789439
Risungbinella	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.9058216273156766	0.0	0.9058216273156768	0.0	0.9134557280367778	0.0	0.0	1.0000000000000002	0.8807048459279796	1.0000000000000002	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0
Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8030236660006149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shuttleworthia	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0	1.0000000000000002	0.9058216273156765	0.0	0.9058216273156767	0.0	0.9134557280367777	0.0	0.0	1.0000000000000002	0.8807048459279789	1.0000000000000002	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Sphingobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.0	0.0	0.9874569484647034	0.8433738561749835	0.0	0.0	0.0	0.9987019965231436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9098109174503299	0.8569673643633196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobium	0.0	0.0	0.99863230431688	0.0	0.0	0.9986323043168803	0.0	0.0	0.9986323043168803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9986323043168801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9986323043168803	0.0	0.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.0	0.9986323043168803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.0	0.9986323043168803	0.9986323043168801	0.0
Sphingomonas	0.0	0.0	0.976825717144769	0.0	0.0	0.9768257171447693	0.0	0.0	0.9768257171447695	0.0	0.0	0.0	0.0	0.0	0.9700322944176182	0.0	0.0	0.0	0.0	0.9768257171447692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9922797995539778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9768257171447693	0.9768257171447693	0.0	0.0	0.0	0.0	0.0	0.0	0.9768257171447693	0.0	0.9768257171447693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9020454364632318	0.9768257171447693	0.0	0.9768257171447693	0.9768257171447692	0.0
Sphingopyxis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stenotrophomonas	0.0	0.0	0.8026617659531313	0.0	0.0	0.8026617659531314	0.0	0.0	0.8026617659531317	0.0	0.0	0.0	0.0	0.0	0.9115625259217488	0.0	0.0	0.0	0.0	0.8026617659531313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8496080190464381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8026617659531314	0.8026617659531314	0.0	0.0	0.0	0.0	0.0	0.0	0.8026617659531314	0.0	0.8026617659531314	0.0	0.0	0.0	0.0	0.0	0.9020454364632318	0.0	0.0	0.8026617659531314	0.0	0.8026617659531314	0.8026617659531313	0.0
Stomatobaculum	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	0.0	0.0	1.0	1.0	0.999364003789439
Streptomyces	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0	1.0000000000000002	0.9058216273156765	0.0	0.9058216273156767	0.0	0.9134557280367777	0.0	0.0	1.0000000000000002	0.8807048459279789	1.0000000000000002	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidiphilus	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9157773250069834	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374655	0.0	0.0	0.0	0.0	0.0	0.9958290641836732	0.0	0.0	0.9993731024540379	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9996971597845282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168803	0.9768257171447693	0.0	0.8026617659531314	1.0	0.0	0.0	1.0	0.999364003789439
Vibrio	0.0	0.0	0.9999999999999998	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9157773250069832	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9112585565374653	0.0	0.0	0.0	0.0	0.0	0.9958290641836731	0.0	0.0	0.9993731024540377	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9996971597845281	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9986323043168801	0.9768257171447692	0.0	0.8026617659531313	1.0	0.0	1.0	0.0	0.9993640037894387
Xanthomonas	0.0	0.0	0.9993640037894387	0.0	0.0	0.999364003789439	0.0	0.0	0.9993640037894392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993640037894387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999364003789439	0.999364003789439	0.0	0.0	0.0	0.0	0.0	0.0	0.999364003789439	0.0	0.999364003789439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999364003789439	0.0	0.999364003789439	0.9993640037894387	0.0
