	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
21	Actinobaculum sp. oral taxon 183	Actinomyces meyeri	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	1.0	#7effb5	#ff0000
22	Actinomyces meyeri	Actinomyces massiliensis	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
23	Actinomyces massiliensis	Actinomyces meyeri	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
24	Actinomyces naeslundii	[Eubacterium] rectale	1.0	2	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
25	[Eubacterium] rectale	Actinomyces naeslundii	1.0	1	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
26	Actinomyces naeslundii	Actinomyces graevenitzii	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
27	Actinomyces graevenitzii	Actinomyces naeslundii	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
28	Actinomyces odontolyticus	[Eubacterium] rectale	1.0	1	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	6.0	0.0	#ff0000	#8000ff
29	[Eubacterium] rectale	Actinomyces odontolyticus	1.0	1	1	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	6.0	0.0	#ff0000	#8000ff
30	Actinomyces odontolyticus	Abiotrophia defectiva	1.0	1	2	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	6.0	0.0	#ff0000	#8000ff
31	Abiotrophia defectiva	Actinomyces odontolyticus	1.0	2	1	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	6.0	0.0	#ff0000	#8000ff
32	Actinomyces odontolyticus	Actinomyces georgiae	1.0	1	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
33	Actinomyces georgiae	Actinomyces odontolyticus	1.0	2	1	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	6.0	0.0	#ff0000	#8000ff
34	Actinomyces odontolyticus	Actinomyces graevenitzii	1.0	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	6.0	0.0	#ff0000	#8000ff
35	Actinomyces graevenitzii	Actinomyces odontolyticus	1.0	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	6.0	0.0	#ff0000	#8000ff
36	Actinomyces odontolyticus	Actinomyces naeslundii	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
37	Actinomyces naeslundii	Actinomyces odontolyticus	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
38	Actinomyces oris	[Eubacterium] rectale	1.0	2	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
39	[Eubacterium] rectale	Actinomyces oris	1.0	1	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
40	Actinomyces oris	Actinomyces graevenitzii	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
41	Actinomyces graevenitzii	Actinomyces oris	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
42	Actinomyces oris	Actinomyces odontolyticus	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
43	Actinomyces odontolyticus	Actinomyces oris	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
44	Actinomyces sp. oral taxon 170	[Eubacterium] yurii	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
45	[Eubacterium] yurii	Actinomyces sp. oral taxon 170	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#ff8143	#ff0000
46	Actinomyces sp. oral taxon 170	Actinomyces massiliensis	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
47	Actinomyces massiliensis	Actinomyces sp. oral taxon 170	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
48	Actinomyces sp. oral taxon 170	Actinomyces meyeri	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
49	Actinomyces meyeri	Actinomyces sp. oral taxon 170	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
50	Actinomyces sp. oral taxon 171	[Eubacterium] rectale	1.0	2	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
51	[Eubacterium] rectale	Actinomyces sp. oral taxon 171	1.0	1	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
52	Actinomyces sp. oral taxon 171	Actinomyces graevenitzii	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
53	Actinomyces graevenitzii	Actinomyces sp. oral taxon 171	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
54	Actinomyces sp. oral taxon 171	Actinomyces odontolyticus	1.0	2	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
55	Actinomyces odontolyticus	Actinomyces sp. oral taxon 171	1.0	1	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
56	Actinomyces sp. oral taxon 171	Actinomyces oris	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
57	Actinomyces oris	Actinomyces sp. oral taxon 171	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
58	Actinomyces sp. oral taxon 175	[Eubacterium] yurii	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
59	[Eubacterium] yurii	Actinomyces sp. oral taxon 175	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#ff8143	#ff0000
60	Actinomyces sp. oral taxon 175	Actinomyces massiliensis	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
61	Actinomyces massiliensis	Actinomyces sp. oral taxon 175	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
62	Actinomyces sp. oral taxon 175	Actinomyces meyeri	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
63	Actinomyces meyeri	Actinomyces sp. oral taxon 175	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
64	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 170	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
65	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 175	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
66	Actinomyces sp. oral taxon 178	[Eubacterium] yurii	1.0	1	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
67	[Eubacterium] yurii	Actinomyces sp. oral taxon 178	1.0	2	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#ff8143	#ff0000
68	Actinomyces sp. oral taxon 178	Actinobaculum sp. oral taxon 183	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
69	Actinobaculum sp. oral taxon 183	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	1.0	#7effb5	#ff0000
70	Actinomyces sp. oral taxon 178	Actinomyces johnsonii	1.0	1	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
71	Actinomyces johnsonii	Actinomyces sp. oral taxon 178	1.0	2	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	1.0	#7effb5	#ff0000
72	Actinomyces sp. oral taxon 178	Actinomyces massiliensis	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
73	Actinomyces massiliensis	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
74	Actinomyces sp. oral taxon 178	Actinomyces meyeri	1.0	1	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
75	Actinomyces meyeri	Actinomyces sp. oral taxon 178	1.0	1	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
76	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 170	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
77	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
78	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 175	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
79	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
80	Actinomyces sp. oral taxon 180	[Eubacterium] infirmum	1.0	1	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
81	[Eubacterium] infirmum	Actinomyces sp. oral taxon 180	1.0	2	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
82	Actinomyces sp. oral taxon 180	[Eubacterium] rectale	1.0	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	6.0	0.0	#ff0000	#8000ff
83	[Eubacterium] rectale	Actinomyces sp. oral taxon 180	1.0	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	6.0	0.0	#ff0000	#8000ff
84	Actinomyces sp. oral taxon 180	Abiotrophia defectiva	1.0	1	2	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	6.0	0.0	#ff0000	#8000ff
85	Abiotrophia defectiva	Actinomyces sp. oral taxon 180	1.0	2	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	6.0	0.0	#ff0000	#8000ff
86	Actinomyces sp. oral taxon 180	Actinomyces georgiae	1.0	1	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
87	Actinomyces georgiae	Actinomyces sp. oral taxon 180	1.0	2	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	6.0	0.0	#ff0000	#8000ff
88	Actinomyces sp. oral taxon 180	Actinomyces graevenitzii	1.0	1	1	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	6.0	0.0	#ff0000	#8000ff
89	Actinomyces graevenitzii	Actinomyces sp. oral taxon 180	1.0	1	1	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	6.0	0.0	#ff0000	#8000ff
90	Actinomyces sp. oral taxon 180	Actinomyces naeslundii	1.0	1	2	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
91	Actinomyces naeslundii	Actinomyces sp. oral taxon 180	1.0	2	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
92	Actinomyces sp. oral taxon 180	Actinomyces odontolyticus	1.0	1	1	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	6.0	0.0	#ff0000	#8000ff
93	Actinomyces odontolyticus	Actinomyces sp. oral taxon 180	1.0	1	1	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	6.0	0.0	#ff0000	#8000ff
94	Actinomyces sp. oral taxon 180	Actinomyces oris	1.0	1	2	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
95	Actinomyces oris	Actinomyces sp. oral taxon 180	1.0	2	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
96	Actinomyces sp. oral taxon 180	Actinomyces sp. oral taxon 171	1.0	1	2	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	6.0	0.0	#ff0000	#8000ff
97	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 180	1.0	2	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
98	Actinomyces sp. oral taxon 414	[Eubacterium] rectale	1.0	2	1	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
99	[Eubacterium] rectale	Actinomyces sp. oral taxon 414	1.0	1	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
100	Actinomyces sp. oral taxon 414	Actinomyces graevenitzii	1.0	2	1	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
101	Actinomyces graevenitzii	Actinomyces sp. oral taxon 414	1.0	1	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
102	Actinomyces sp. oral taxon 414	Actinomyces odontolyticus	1.0	2	1	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
103	Actinomyces odontolyticus	Actinomyces sp. oral taxon 414	1.0	1	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
104	Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 180	1.0	2	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
105	Actinomyces sp. oral taxon 180	Actinomyces sp. oral taxon 414	1.0	1	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	6.0	0.0	#ff0000	#8000ff
106	Actinomyces sp. oral taxon 848	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	1.0	#7effb5	#ff0000
107	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 848	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
108	Actinomyces sp. oral taxon 849	[Eubacterium] yurii	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
109	[Eubacterium] yurii	Actinomyces sp. oral taxon 849	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#ff8143	#ff0000
110	Actinomyces sp. oral taxon 849	Actinomyces massiliensis	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
111	Actinomyces massiliensis	Actinomyces sp. oral taxon 849	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
112	Actinomyces sp. oral taxon 849	Actinomyces meyeri	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#ff8143	#ff0000
113	Actinomyces meyeri	Actinomyces sp. oral taxon 849	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
114	Actinomyces sp. oral taxon 849	Actinomyces sp. oral taxon 170	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
115	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 849	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
116	Actinomyces sp. oral taxon 849	Actinomyces sp. oral taxon 175	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
117	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 849	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
118	Actinomyces sp. oral taxon 849	Actinomyces sp. oral taxon 178	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
119	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 849	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
120	Actinomyces sp. oral taxon 877	[Eubacterium] yurii	1.0	1	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
121	[Eubacterium] yurii	Actinomyces sp. oral taxon 877	1.0	2	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#ff8143	#ff0000
122	Actinomyces sp. oral taxon 877	Actinobaculum sp. oral taxon 183	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
123	Actinobaculum sp. oral taxon 183	Actinomyces sp. oral taxon 877	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	1.0	#7effb5	#ff0000
124	Actinomyces sp. oral taxon 877	Actinomyces johnsonii	1.0	1	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
125	Actinomyces johnsonii	Actinomyces sp. oral taxon 877	1.0	2	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	1.0	#7effb5	#ff0000
126	Actinomyces sp. oral taxon 877	Actinomyces massiliensis	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
127	Actinomyces massiliensis	Actinomyces sp. oral taxon 877	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
128	Actinomyces sp. oral taxon 877	Actinomyces meyeri	1.0	1	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#2adddd	#ff0000
129	Actinomyces meyeri	Actinomyces sp. oral taxon 877	1.0	1	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#2adddd	#ff0000
130	Actinomyces sp. oral taxon 877	Actinomyces sp. oral taxon 170	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
131	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 877	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
132	Actinomyces sp. oral taxon 877	Actinomyces sp. oral taxon 175	1.0	1	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
133	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 877	1.0	2	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#ff8143	#ff0000
134	Actinomyces sp. oral taxon 877	Actinomyces sp. oral taxon 178	1.0	1	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#2adddd	#ff0000
