source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Catabacter	20	Catabacter	Anaerococcus	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Anaerococcus	21	Anaerococcus	Catabacter	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Catenibacterium	22	Catenibacterium	Butyrivibrio	1.0	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Butyrivibrio	23	Butyrivibrio	Catenibacterium	1.0	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Cellulomonas	24	Cellulomonas	Capnocytophaga	1.0	2	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	25	Capnocytophaga	Cellulomonas	1.0	1	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Chlamydia	26	Chlamydia	Butyrivibrio	1.0	1	13	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Butyrivibrio	27	Butyrivibrio	Chlamydia	1.0	13	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Chlamydia	28	Chlamydia	Catenibacterium	1.0	1	7	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Catenibacterium	29	Catenibacterium	Chlamydia	1.0	7	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Coprococcus	30	Coprococcus	Akkermansia	5.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Akkermansia	31	Akkermansia	Coprococcus	5.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	14.0	0.0	#ff8646	#8000ff
Coprococcus	32	Coprococcus	Blautia	8.0	15	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Blautia	33	Blautia	Coprococcus	8.0	16	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Coprococcus	34	Coprococcus	Coprobacillus	5.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Coprobacillus	35	Coprobacillus	Coprococcus	5.0	10	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Desulfotomaculum	36	Desulfotomaculum	Anaerofustis	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	37	Anaerofustis	Desulfotomaculum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	38	Desulfotomaculum	Campylobacter	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	39	Campylobacter	Desulfotomaculum	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	40	Desulfovibrio	Anaerofustis	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	41	Anaerofustis	Desulfovibrio	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	42	Desulfovibrio	Campylobacter	1.0	4	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	43	Campylobacter	Desulfovibrio	1.0	1	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	44	Desulfovibrio	Desulfotomaculum	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	45	Desulfotomaculum	Desulfovibrio	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	46	Enterobacter	Anaerofustis	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	47	Anaerofustis	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	48	Enterobacter	Campylobacter	1.0	1	1	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	49	Campylobacter	Enterobacter	1.0	1	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	50	Enterobacter	Desulfotomaculum	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	51	Desulfotomaculum	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	52	Enterobacter	Desulfovibrio	1.0	1	4	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	53	Desulfovibrio	Enterobacter	1.0	4	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterococcus	54	Enterococcus	Acinetobacter	5.0	11	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	8.0	2.0	#70febc	#3c68f9
Acinetobacter	55	Acinetobacter	Enterococcus	5.0	8	11	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	11.0	2.0	#cbe486	#3c68f9
Enterococcus	56	Enterococcus	Alistipes	5.0	11	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Alistipes	57	Alistipes	Enterococcus	5.0	15	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Enterococcus	58	Enterococcus	Bacteroides	8.0	11	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Bacteroides	59	Bacteroides	Enterococcus	8.0	16	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Enterorhabdus	60	Enterorhabdus	Alloprevotella	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Alloprevotella	61	Alloprevotella	Enterorhabdus	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	62	Enterorhabdus	Capnocytophaga	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	63	Capnocytophaga	Enterorhabdus	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	64	Enterorhabdus	Cellulomonas	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Cellulomonas	65	Cellulomonas	Enterorhabdus	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Erysipelatoclostridium	66	Erysipelatoclostridium	Eggerthella	2.0	10	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	12.0	13.0	#e8cb72	#ff6835
Eggerthella	67	Eggerthella	Erysipelatoclostridium	2.0	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	12.0	13.0	#e8cb72	#ff6835
Escherichia	68	Escherichia	Alloprevotella	1.0	4	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Alloprevotella	69	Alloprevotella	Escherichia	1.0	2	4	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	70	Escherichia	Capnocytophaga	1.0	4	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	71	Capnocytophaga	Escherichia	1.0	1	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	72	Escherichia	Cellulomonas	1.0	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Cellulomonas	73	Cellulomonas	Escherichia	1.0	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	74	Escherichia	Enterorhabdus	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	75	Enterorhabdus	Escherichia	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Eubacterium	76	Eubacterium	Acetivibrio	5.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Acetivibrio	77	Acetivibrio	Eubacterium	5.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Eubacterium	78	Eubacterium	Adlercreutzia	4.0	16	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Adlercreutzia	79	Adlercreutzia	Eubacterium	4.0	6	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	15.0	4.0	#ff5c2f	#08bee9
Eubacterium	80	Eubacterium	Collinsella	4.0	16	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Collinsella	81	Collinsella	Eubacterium	4.0	11	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Eubacterium	82	Eubacterium	Coprobacter	3.0	16	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Coprobacter	83	Coprobacter	Eubacterium	3.0	5	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Faecalicoccus	84	Faecalicoccus	Anaerococcus	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Anaerococcus	85	Anaerococcus	Faecalicoccus	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Faecalicoccus	86	Faecalicoccus	Catabacter	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Catabacter	87	Catabacter	Faecalicoccus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Gemella	88	Gemella	Anaerofustis	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	89	Anaerofustis	Gemella	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Gemella	90	Gemella	Campylobacter	1.0	2	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	91	Campylobacter	Gemella	1.0	1	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Gemella	92	Gemella	Desulfotomaculum	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	93	Desulfotomaculum	Gemella	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Gemella	94	Gemella	Desulfovibrio	1.0	2	4	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	95	Desulfovibrio	Gemella	1.0	4	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Gemella	96	Gemella	Enterobacter	1.0	2	1	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	97	Enterobacter	Gemella	1.0	1	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Gordonibacter	98	Gordonibacter	Eubacterium	4.0	6	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Eubacterium	99	Eubacterium	Gordonibacter	4.0	16	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	4.0	#08acee	#08bee9
Haemophilus	100	Haemophilus	Anaeroglobus	1.0	5	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Anaeroglobus	101	Anaeroglobus	Haemophilus	1.0	1	5	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	16	9.0	8.0	#8efeac	#90feab
Hallella	102	Hallella	Alloprevotella	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Alloprevotella	103	Alloprevotella	Hallella	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Hallella	104	Hallella	Capnocytophaga	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	105	Capnocytophaga	Hallella	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Hallella	106	Hallella	Cellulomonas	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Cellulomonas	107	Cellulomonas	Hallella	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Hallella	108	Hallella	Enterorhabdus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	109	Enterorhabdus	Hallella	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Hallella	110	Hallella	Escherichia	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	111	Escherichia	Hallella	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Holdemanella	112	Holdemanella	Cupriavidus	2.0	5	2	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	4.0	11.0	#08acee	#f6be68
Cupriavidus	113	Cupriavidus	Holdemanella	2.0	2	5	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	4.0	11.0	#08acee	#f6be68
Holdemania	114	Holdemania	Blautia	7.0	12	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Blautia	115	Blautia	Holdemania	7.0	16	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Holdemania	116	Holdemania	Coprococcus	5.0	12	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Coprococcus	117	Coprococcus	Holdemania	5.0	15	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Holdemania	118	Holdemania	Faecalitalea	3.0	12	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Faecalitalea	119	Faecalitalea	Holdemania	3.0	4	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Hungatella	120	Hungatella	Clostridium	3.0	15	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	10.0	#08acee	#d4dd80
Clostridium	121	Clostridium	Hungatella	3.0	16	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	10.0	#08acee	#d4dd80
Johnsonella	122	Johnsonella	Anaeroglobus	1.0	1	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	16	9.0	8.0	#8efeac	#90feab
Anaeroglobus	123	Anaeroglobus	Johnsonella	1.0	1	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	16	9.0	8.0	#8efeac	#90feab
Johnsonella	124	Johnsonella	Haemophilus	1.0	1	5	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	16	9.0	8.0	#8efeac	#90feab
Haemophilus	125	Haemophilus	Johnsonella	1.0	5	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Kandleria	126	Kandleria	Butyrivibrio	1.0	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Butyrivibrio	127	Butyrivibrio	Kandleria	1.0	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Kandleria	128	Kandleria	Catenibacterium	1.0	1	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Catenibacterium	129	Catenibacterium	Kandleria	1.0	7	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	16.0	9.0	#ff2f18	#b2f396
Kandleria	130	Kandleria	Chlamydia	1.0	1	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Chlamydia	131	Chlamydia	Kandleria	1.0	1	1	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	16.0	9.0	#ff2f18	#b2f396
Lachnoanaerobaculum	132	Lachnoanaerobaculum	Bacillus	2.0	5	3	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Bacillus	133	Bacillus	Lachnoanaerobaculum	2.0	3	5	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Lachnospira	134	Lachnospira	Coprococcus	3.0	3	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Coprococcus	135	Coprococcus	Lachnospira	3.0	15	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Lachnospira	136	Lachnospira	Dialister	2.0	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Dialister	137	Dialister	Lachnospira	2.0	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Lactococcus	138	Lactococcus	Adlercreutzia	3.0	6	6	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Adlercreutzia	139	Adlercreutzia	Lactococcus	3.0	6	6	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Leuconostoc	140	Leuconostoc	Anaeroglobus	1.0	1	1	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Anaeroglobus	141	Anaeroglobus	Leuconostoc	1.0	1	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	16	9.0	8.0	#8efeac	#90feab
Leuconostoc	142	Leuconostoc	Haemophilus	1.0	1	5	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	16	9.0	8.0	#8efeac	#90feab
Haemophilus	143	Haemophilus	Leuconostoc	1.0	5	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	16	9.0	8.0	#8efeac	#90feab
Leuconostoc	144	Leuconostoc	Johnsonella	1.0	1	1	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Johnsonella	145	Johnsonella	Leuconostoc	1.0	1	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	16	9.0	8.0	#8efeac	#90feab
Levyella	146	Levyella	Anaerococcus	1.0	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Anaerococcus	147	Anaerococcus	Levyella	1.0	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Levyella	148	Levyella	Catabacter	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Catabacter	149	Catabacter	Levyella	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Levyella	150	Levyella	Faecalicoccus	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Faecalicoccus	151	Faecalicoccus	Levyella	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	13.0	7.0	#ffac5c	#6efebe
Mageeibacillus	152	Mageeibacillus	Anaerococcus	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Anaerococcus	153	Anaerococcus	Mageeibacillus	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Mageeibacillus	154	Mageeibacillus	Catabacter	1.0	1	1	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
