TAXA	Abiotrophia	Acetivibrio	Acholeplasma	Acidaminococcus	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Adlercreutzia	Aerococcus	Afipia	Aggregatibacter	Akkermansia	Alicycliphilus	Aliterella	Alysiella	Amphibacillus	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotruncus	Arcanobacterium	Arthrobacter	Atopobacter	Atopobium	Aureimonas	Avibacterium	Azohydromonas	Bacillus	Barnesiella	Basfia	Bergeyella	Bibersteinia	Bifidobacterium	Bilophila	Blautia	Bosea	Bradyrhizobium	Brevibacterium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricicoccus	Butyricimonas	Butyrivibrio	Calothrix	Campylobacter	Cardiobacterium	Carnobacterium	Catabacter	Catenibacterium	Catonella	Cellulomonas	Centipeda	Chlamydia	Chryseobacterium	Citrobacter	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Crocosphaera	Cryptobacterium	Cupriavidus	Dechloromonas	Dehalobacter	Delftia	Desulfotomaculum	Desulfovibrio	Dialister	Dielma	Dorea	Dysgonomonas	Echinicola	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Enhydrobacter	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Exiguobacterium	Facklamia	Faecalicoccus	Faecalitalea	Fenollaria	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gallibacterium	Gordonibacter	Granulicatella	Gulbenkiania	Hallella	Helicobacter	Herbaspirillum	Histophilus	Holdemanella	Holdemania	Hungatella	Intestinimonas	Isoptericola	Janibacter	Johnsonella	Kandleria	Klebsiella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lactococcus	Lawsonella	Lelliottia	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Mageeibacillus	Mangrovimonas	Mannheimia	Marvinbryantia	Megamonas	Megasphaera	Methylobacterium	Microbacterium	Micrococcus	Microvirga	Mitsuokella	Mobiluncus	Modestobacter	Mogibacterium	Moritella	Morococcus	Mycobacterium	Mycoplasma	Necropsobacter	Neisseria	Nocardia	Nosocomiicoccus	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Pasteurella	Pectobacterium	Pedobacter	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Porphyrobacter	Porphyromonas	Propionibacterium	Proteiniphilum	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Psychrobacter	Rheinheimera	Rhodopseudomonas	Riemerella	Rikenella	Risungbinella	Roseburia	Ruminiclostridium	Runella	Salmonella	Sanguibacter	Sanguibacteroides	Scardovia	Selenomonas	Senegalimassilia	Serratia	Shuttleworthia	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Staphylococcus	Stenotrophomonas	Stomatobaculum	Streptobacillus	Streptomyces	Subdoligranulum	Tannerella	Tepidiphilus	Terrisporobacter	Thauera	Thermus	Trueperella	Turicibacter	Tyzzerella	Ureaplasma	Varibaculum	Vibrio	Xanthomonas	Xenorhabdus	Xylanimonas
Porphyrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012249186611080168	0.0	0.08015258798162274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021578910151905172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29470428836842005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012249186611080168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5888196666981171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3554701507014369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7651656905873677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2998668286571377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4149304618817973	0.0	0.0	0.0	0.0	0.05620215033319131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012249186611080154	0.1001551140553025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6849622271012824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31146484476287745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8946647616023495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894664761602351	0.0	0.0	0.0	0.0	0.8946647616023508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8946647616023526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894664761602349	0.0	0.0	0.8946647616023521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894664761602349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894664761602351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894664761602351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteiniphilum	0.0	0.0	0.0	0.0	0.0	0.0	0.693387182315211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5676462121975467	0.0	0.0	0.0	0.7011894655987557	0.0	0.8929465849666544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12127118383111869	0.24806946917841724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987557	0.0	0.0	0.0	0.0	0.0	0.0	0.144501494172835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7481092150620917	0.0	0.0	0.0	0.0	0.0	0.0	0.48733971724044817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987557	0.5856416093033453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06289461645123806	0.0	0.0	0.5676462121975467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5568194940807143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43204937989385805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoflavonifractor	0.0	0.6366774965402705	0.31087584723853473	0.29238972283932757	0.0	0.0	0.0	0.0	0.6913346458183609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718976327905407	0.0	0.34104716091244935	0.7766670686176093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44855422666517425	0.7806131920122599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31462030441591005	0.0	0.0	0.0	0.0	0.0	0.0	0.20502059350427596	0.0	0.0	0.3750564529467788	0.0	0.0	0.0	0.0	0.0	0.566463873269438	0.0	0.0	0.851785297241478	0.2185639807823751	0.7313584737333748	0.0	0.0	0.0	0.0	0.0	0.0	0.718976327905407	0.7330651411136693	0.0	0.34639222135975667	0.6046258642928943	0.0	0.0	0.3534711375420643	0.0	0.0	0.0	0.0	0.02197137465195931	0.6096185885634856	0.376339171637986	0.34190187586490367	0.0	0.0	0.0	0.0	0.20502059350427584	0.49531103853008274	0.0	0.0	0.0	0.0	0.30037110342323037	0.0	0.0	0.8722919692953228	0.0	0.0	0.376339171637986	0.0	0.0	0.0	0.5538355573842126	0.5804609907415784	0.8178375790634621	0.6704158801159292	0.0	0.0	0.0	0.119361304437421	0.0	0.0	0.0	0.0	0.5607829266872824	0.2171599396146641	0.0	0.0	0.0	0.0	0.0	0.0	0.14254711506956508	0.0	0.0	0.0	0.5934881031593731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16573824496583234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5504710853596388	0.0	0.0	0.304237954270373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48027421934897363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2923897228393276	0.0	0.0	0.0	0.39083836389958737	0.13391582403229751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7927787713234665	0.0	0.0	0.1193613044374211	0.0	0.0	0.0	0.1193613044374211	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4010578754006814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40105787540068205	0.0	0.0	0.0	0.0	0.401057875400682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8432105154886118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6570030392531189	0.0	0.0	0.0	0.0	0.0	0.0	0.6041159314135668	0.0	0.0	0.4010578754006824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8342445215335698	0.0	0.0	0.0	0.0	0.0	0.0	0.20288187352757528	0.0	0.0	0.0	0.8432105154886108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2620577451720634	0.0	0.0	0.0	0.0	0.0	0.0	0.08630514855842521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20288187352757528	0.0	0.5028920464827789	0.40105787540068116	0.0	0.0	0.40105787540068233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8703581001874204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5799836987871905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40105787540068116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40105787540068205	0.8432105154886118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8622008604635123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40105787540068205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5654618110483105	0.0	0.0	0.0	0.0
Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3055926238538563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2035313740013621	0.06265532715764416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7533507240541004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0323310403056782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09619826612386118	0.0	0.0	0.0	0.2306696101686885	0.14993523666781847	0.0	0.0	0.0	0.0	0.0	0.279012877000631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31005503758697395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10604054548519334	0.0	0.0	0.0	0.1405030260301344	0.0	0.05191089151766767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35034318883925575	0.0	0.0	0.39333736882514214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psychrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08082084324986279	0.0	0.0	0.0	0.0	0.0	0.1672570185488027	0.0	0.0	0.1137864859807271	0.0	0.0	0.0	0.12295820596987668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.970180213278889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02980284211723562	0.0	0.0	0.0	0.0	0.12295820596987668	0.0	0.0	0.0777608331801429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01009778217901821	0.0	0.08082084324986279	0.0	0.15831610818032346	0.0	0.0	0.0	0.0	0.0	0.11613399307427744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987668	0.0	0.12295820596987625	0.0	0.0	0.0	0.0	0.0	0.0	0.2603755134785939	0.0	0.0	0.0	0.0	0.086705099324655	0.19801756999948986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1191413324254431	0.9620296672375964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11613399307427744	0.12295820596987668	0.08939506033233852	0.0	0.9657054603701548	0.026290691325839787	0.0	0.26352410066279586	0.0	0.060307910221353525	0.0	0.08724784112182371	0.0	0.0	0.0	0.0	0.0	0.0	0.09527813664942314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9657054603701548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9705010521421513	0.08151245597469309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987679	0.0	0.0	0.0	0.0	0.0	0.0	0.46769940777913793	0.0	0.0	0.0	0.0	0.0	0.0	0.9657054603701548	0.2326628946858133
Rheinheimera	0.0	0.0	0.0	0.0	0.47366491114342457	0.9961686862975285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	1.0000000000000009	0.6510817786894213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1712696192797608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	1.000000000000002	0.0	0.0	0.0	0.7155858259965113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.894664761602351	0.0	0.0	0.40105787540068205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40547074112929105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9099141705897303	0.93074417939325	0.0	0.0	0.8075966221861944	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996529926434786	0.9993530673749673	0.0	0.0
Rhodopseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24041312989572894	0.0	0.0	0.0	0.0	0.0	0.0	0.036991229552825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6598490458876044	0.0	0.0	0.0	0.0	0.0	0.0	0.6817634352857117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9922481037259547	0.0	0.0	0.0	0.0	0.0	0.0	0.1803521048405875	0.0	0.0	0.0	1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089437085784903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269142600610906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17827373594191176	0.0	0.0	0.0	0.0	0.0	0.0	0.1803521048405875	0.0	0.5450415695155757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5244576481537248	0.0	0.0	0.0	0.9041242505732952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987553	0.013858407623892604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8432105154886118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26795515165943046	0.10890492810753313	0.8481368999634574	0.0	0.02943851599706663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04475867399916594	0.7043899429580297	0.0	0.0	0.0	0.0
Riemerella	0.0	0.0	0.0	0.0	0.0	0.0	0.6235094100280469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02243139737686524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4847637516457752	0.0	0.0	0.0	0.6161663873899277	0.20840310818416555	0.5835585150955639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24871578220068816	0.0	0.0	0.0	0.0	0.0	0.22911004803583773	0.057358033447401126	0.5741692517632139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10730265269346001	0.0	0.0	0.6161663873899277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161663873899277	0.0	0.0	0.047166721272750754	0.0	0.0	0.0	0.04300148177754967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5244081578695177	0.0	0.0	0.0	0.0	0.0	0.0	0.4036953366240806	0.0	0.0	0.0	0.0	0.0	0.0	0.2641274734379948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161663873899277	0.62376850009118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2895717409286374	0.0	0.0	0.4847637516457752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5927900188560535	0.0	0.0	0.032520131394391076	0.0	0.0	0.0	0.0	0.4149304618817973	0.0	0.0	0.43204937989385805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3940234824179552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161663873899278	0.0	0.0	0.0	0.0	0.0	0.43204937989385755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rikenella	0.0	0.2674995659708111	0.9471395148143491	0.7667544713437615	0.0	0.0	0.0	0.0	0.22373280083010874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1540606300721784	0.0	0.08903270913357277	0.4297485821751621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3398585745733069	0.5647117251570714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16554158303792046	0.8591116765436122	0.0	0.0	0.0	0.0	0.0	0.0	0.5417262981327756	0.0	0.09153361613769147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2812755576200645	0.2159835018522496	0.0	0.0	0.0	0.05543608606630324	0.0	0.0	0.0	0.1540606300721784	0.1878309904951436	0.0	0.0	0.41858951423230845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3667062696743598	0.0	0.08472263975093851	0.0	0.0	0.0	0.0	0.0	0.22349921975103607	0.0	0.0	0.0	0.0	0.183535373333076	0.0	0.0	0.35292653231003074	0.0	0.0	0.0	0.0	0.0	0.0	0.17901825134945765	0.22865718708831637	0.22015480149084443	0.3935320806781457	0.0	0.0	0.0	0.5376401580069877	0.0	0.0	0.0	0.0	0.25764872154056834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2677996605552864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1253309295155857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07951586222663308	0.0	0.0	0.2024428325078343	0.0	0.0	0.0	0.0	0.0	0.48027421934897363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7667544713437617	0.0	0.0	0.0	0.04254622496273713	0.18759471049392243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34839700159739634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
