	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
12	Pseudomonas sp. Ag1	Pseudomonas fluorescens	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
13	Pseudomonas fluorescens	Pseudomonas sp. Ag1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
14	Pseudomonas sp. Eur1 9.41	Pseudomonas fluorescens	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
15	Pseudomonas fluorescens	Pseudomonas sp. Eur1 9.41	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
16	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. Ag1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
17	Pseudomonas sp. Ag1	Pseudomonas sp. Eur1 9.41	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
18	Pseudomonas sp. FH1	Pseudomonas fluorescens	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
19	Pseudomonas fluorescens	Pseudomonas sp. FH1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
20	Pseudomonas sp. FH1	Pseudomonas sp. Ag1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
21	Pseudomonas sp. Ag1	Pseudomonas sp. FH1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
22	Pseudomonas sp. FH1	Pseudomonas sp. Eur1 9.41	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
23	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
24	Pseudomonas sp. NBRC 111132	Pseudomonas fluorescens	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
25	Pseudomonas fluorescens	Pseudomonas sp. NBRC 111132	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
26	Pseudomonas sp. NBRC 111132	Pseudomonas sp. Ag1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
27	Pseudomonas sp. Ag1	Pseudomonas sp. NBRC 111132	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
28	Pseudomonas sp. NBRC 111132	Pseudomonas sp. Eur1 9.41	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
29	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. NBRC 111132	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
30	Pseudomonas sp. NBRC 111132	Pseudomonas sp. FH1	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
31	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
32	Pseudomonas sp. Root9	Pseudomonas fluorescens	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
33	Pseudomonas fluorescens	Pseudomonas sp. Root9	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
34	Pseudomonas sp. Root9	Pseudomonas sp. Ag1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
35	Pseudomonas sp. Ag1	Pseudomonas sp. Root9	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
36	Pseudomonas sp. Root9	Pseudomonas sp. Eur1 9.41	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
37	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. Root9	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
38	Pseudomonas sp. Root9	Pseudomonas sp. FH1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
39	Pseudomonas sp. FH1	Pseudomonas sp. Root9	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
40	Pseudomonas sp. Root9	Pseudomonas sp. NBRC 111132	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
41	Pseudomonas sp. NBRC 111132	Pseudomonas sp. Root9	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
42	Sphingobium yanoikuyae	Pseudomonas fluorescens	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
43	Pseudomonas fluorescens	Sphingobium yanoikuyae	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
44	Sphingobium yanoikuyae	Pseudomonas sp. Ag1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
45	Pseudomonas sp. Ag1	Sphingobium yanoikuyae	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
46	Sphingobium yanoikuyae	Pseudomonas sp. Eur1 9.41	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
47	Pseudomonas sp. Eur1 9.41	Sphingobium yanoikuyae	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
48	Sphingobium yanoikuyae	Pseudomonas sp. FH1	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
49	Pseudomonas sp. FH1	Sphingobium yanoikuyae	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
50	Sphingobium yanoikuyae	Pseudomonas sp. NBRC 111132	2.0	2	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
51	Pseudomonas sp. NBRC 111132	Sphingobium yanoikuyae	2.0	3	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
52	Sphingobium yanoikuyae	Pseudomonas sp. Root9	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
53	Pseudomonas sp. Root9	Sphingobium yanoikuyae	2.0	2	2	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	2.0	6.0	#4df3ce	#ff0000
