TAXA	Abiotrophia defectiva	Actinobaculum sp. oral taxon 183	Actinomyces massiliensis	Actinomyces oris	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 175	Aerococcus christensenii	Aggregatibacter aphrophilus	Campylobacter concisus	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 329	Capnocytophaga sputigena	Cardiobacterium valvarum	Comamonas testosteroni	Corynebacterium durum	Corynebacterium matruchotii	Corynebacterium pyruviciproducens	Cupriavidus basilensis	Dialister micraerophilus	Facklamia ignava	Gardnerella vaginalis	Haemophilus parainfluenzae	Herbaspirillum huttiense	Herbaspirillum sp. B39	Herbaspirillum sp. GW103	Kingella oralis	Lactobacillus coleohominis	Lactobacillus crispatus	Lactobacillus gasseri	Lactobacillus helveticus	Lactobacillus iners	Lactobacillus jensenii	Lactobacillus kefiranofaciens	Lactobacillus oris	Lactobacillus reuteri	Lactobacillus ultunensis	Lactobacillus vaginalis	Lautropia mirabilis	Lawsonella clevelandensis	Mycobacterium abscessus	Mycobacterium chelonae	Neisseria sp. oral taxon 014	Nocardia otitidiscaviarum	Ottowia sp. oral taxon 894	Peptoniphilus harei	Peptoniphilus sp. BV3AC2	Porphyromonas catoniae	Prevotella bergensis	Prevotella bivia	Prevotella buccalis	Prevotella disiens	Prevotella timonensis	Propionibacterium propionicum	Pseudomonas fluorescens	Pseudomonas frederiksbergensis	Pseudomonas mandelii	Pseudomonas orientalis	Pseudomonas sp. Ag1	Pseudomonas sp. DSM 29167	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	Pseudomonas sp. NBRC 111134	Pseudomonas sp. Root9	Pseudomonas synxantha	Rothia aeria	Rothia dentocariosa	Rothia mucilaginosa	Sphingobium yanoikuyae	Sphingopyxis macrogoltabida	Sphingopyxis sp. H050	Sphingopyxis sp. H115	Sphingopyxis sp. LC81	Sphingopyxis sp. Root1497	Stenotrophomonas maltophilia	Streptococcus pneumoniae	Streptococcus sanguinis	Ureaplasma parvum	Veillonella parvula
Lactobacillus iners	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.0	0.0	0.9983550624591067	0.0	0.0	0.9993790459628914	0.0	0.9929689259524963	0.9983550624591067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9052594801063053	0.0	0.0	0.0	0.9222253855229646	0.0	0.0	0.9451273954767849	0.9870591042741657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9897082941870776	0.0	0.8786992997608882	0.0	0.9983550624591067	0.9983550624591067	0.9983550624591067	0.0	0.9962922549262234	0.9273929637274867	0.9898908620972616	0.9983550624591067	0.0	0.0	0.0	0.9974860086506453	0.0	0.0	0.0	0.0	0.0	0.9672765329527758	0.9983550624591067	0.0	0.9983550624591067	0.0
Lactobacillus jensenii	0.0	0.9946817140017667	0.9898103574999495	0.9998852355536474	0.9998852355536474	0.0	0.0	0.9998852355536474	0.0	0.9830535173651195	0.9900930321743068	0.0	0.0	0.0	0.9998852355536474	0.9986333076457055	0.9998852355536474	0.0	0.9580582103787387	0.0	0.0	0.0	0.0	0.0	0.0	0.9998852355536474	0.9966354245054527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9879338373134017	0.9998852355536474	0.0	0.0	0.9998852355536474	0.0	0.9998852355536474	0.0	0.0	0.9998852355536474	0.0	0.9627231316709054	0.9998852355536474	0.9998852355536474	0.9580582103787387	0.9960137063468224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998852355536474	0.9940629732853075	0.8980352641961065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998852355536474
Lactobacillus kefiranofaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.9028289727756885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9052594801063053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9597599188661681	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.9045340337332909	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.8971499589146108	0.0	0.0	0.0	0.0	0.0	0.8866206949335729	0.9045340337332909	0.0	0.0	0.0
Lactobacillus oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9908673886137319	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus reuteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.9908673886137319	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus ultunensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9343222692673643	0.0	0.961489045360471	0.9428090415820631	0.0	0.0	0.0	0.0	0.0	0.0	0.9222253855229646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979402655783317	0.9313806308475994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9680486479207382	0.0	0.994936676326182	0.0	0.9428090415820631	0.9428090415820631	0.9428090415820631	0.994936676326182	0.9520331092974139	0.0	0.0	0.9428090415820631	0.0	0.0	0.0	0.8926073982886734	0.0	0.0	0.0	0.0	0.0	0.9901475429766741	0.9428090415820631	0.0	0.9428090415820631	0.0
Lautropia mirabilis	0.0	0.9986310739646671	0.9999202901437496	0.0	0.0	0.0	0.9901475429766742	0.9901475429766742	0.0	0.9428090415820634	0.0	0.0	0.0	0.0	0.9901475429766742	0.9785012526594963	0.0	0.0	0.9908807141567179	0.0	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	0.9726467563124732	0.0	0.0	0.0	0.0	0.9879338373134017	0.0	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	0.0	0.0	0.9901475429766742	0.0	0.9901475429766742	0.0	0.0	0.9901475429766742	0.0	0.9527699174583826	0.9901475429766742	0.9901475429766742	0.9908807141567177	0.9978099499200513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	0.9989196894195219	0.9553302944424513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lawsonella clevelandensis	0.0	0.9961164901835045	0.9918365981341755	1.0	1.0	0.0	1.0	1.0	0.0	0.980196058819607	0.9878783399072132	0.0	0.0	0.0	0.0	0.9977401101057178	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0
Mycobacterium abscessus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493761	0.0	0.0	0.0	0.9622504486493761	0.0	0.0	0.9552567580689424	0.0	0.9771398364036773	0.9622504486493761	0.0	0.0	0.0	0.0	0.0	0.0	0.9451273954767849	0.0	0.0	0.0	0.0	0.0	0.9979402655783317	0.0	0.0	0.0	0.9505863757867168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9821411446086468	0.0	0.9864400504156211	0.0	0.0	0.9622504486493761	0.9622504486493761	0.9864400504156211	0.9697017643021146	0.0	0.0	0.9622504486493761	0.0	0.0	0.0	0.9196899311217912	0.0	0.9622504486493761	0.0	0.0	0.0	0.9970909029271464	0.9622504486493761	0.0	0.9622504486493761	0.0
Mycobacterium chelonae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.9862799040808191	0.0	0.9860161736144925	0.9878783399072132	0.0	0.0	0.0	0.0	0.0	0.0	0.9870591042741657	0.0	0.9597599188661681	0.0	0.0	0.0	0.9313806308475994	0.0	0.0	0.9505863757867168	0.0	0.0	0.0	0.0	0.0	0.9597599188661681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9841960305264557	0.0	0.0	0.0	0.9878783399072132	0.0	0.9878783399072132	0.0	0.9874671522349121	0.0	0.9683144553703061	0.9878783399072132	0.0	0.0	0.0	0.9798138920240069	0.0	0.9878783399072132	0.0	0.0	0.0	0.9683144553703061	0.9878783399072132	0.0	0.9878783399072132	0.0
Neisseria sp. oral taxon 014	0.0	0.9961164901835045	0.0	1.0	1.0	0.9045340337332909	1.0	0.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Nocardia otitidiscaviarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.9908673886137319	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ottowia sp. oral taxon 894	0.0	0.9961164901835045	0.9918365981341755	1.0	1.0	0.9045340337332909	1.0	1.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	1.0
Peptoniphilus harei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus sp. BV3AC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.9007474422887969	0.0	0.9028289727756886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9597599188661681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.901162389652155	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.9041575367206296	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.8971499589146108	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.9045340337332909	0.0
Porphyromonas catoniae	0.0	0.9961164901835045	0.9918365981341755	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	1.0
Prevotella bergensis	1.0000000000000004	0.0	0.0	0.0	0.0	0.8703882797784894	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella bivia	0.0	0.0	0.0	0.9622504486493764	0.9622504486493764	0.0	0.9622504486493764	0.9622504486493764	0.0	0.9431940973635173	0.0	0.0	0.0	0.0	0.9622504486493764	0.9600758685847053	0.0	0.0	0.9259259259259263	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764	0.9660630658168883	0.0	0.0	0.0	0.0	0.9627231316709054	0.0	0.0	0.0	0.0	0.0	0.9527699174583826	0.9622504486493764	0.0	0.0	0.9622504486493764	0.0	0.9622504486493764	0.0	0.0	0.9622504486493764	0.0	0.0	0.9622504486493764	0.9622504486493764	0.0	0.9595959595959598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764	0.9580020815491845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764
Prevotella buccalis	0.0	0.9961164901835045	0.9918365981341755	1.0	1.0	0.9045340337332909	1.0	1.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9622504486493764	0.0	1.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	1.0
Prevotella disiens	0.0	0.0	0.9918365981341755	1.0	1.0	0.9045340337332909	1.0	1.0	0.0	0.980196058819607	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	0.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	1.0
Prevotella timonensis	0.0	0.9824763780757721	0.9891004919611719	0.9622504486493764	0.9622504486493764	0.9864400504156213	0.9622504486493764	0.9622504486493764	0.0	0.0	0.9083380924184185	0.0	0.0	0.0	0.9622504486493764	0.9417887091830919	0.9622504486493764	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764	0.9327505463059609	0.0	0.0	0.0	0.0	0.9580582103787387	0.0	0.0	0.0	0.0	0.0	0.9908807141567177	0.9622504486493764	0.0	0.0	0.9622504486493764	0.0	0.9622504486493764	0.0	0.0	0.9622504486493764	0.0	0.0	0.9622504486493764	0.9622504486493764	0.0	0.9797979797979799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764	0.9835488037238294	0.9864400504156213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493764
Propionibacterium propionicum	0.0	0.9999038969773378	0.9985655684392691	0.9972413740548081	0.9972413740548081	0.9336892455805611	0.9972413740548081	0.9972413740548081	0.0	0.0	0.9736308939876068	0.0	0.0	0.0	0.9972413740548081	0.9900003112418906	0.9972413740548081	0.0	0.9797979797979799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9857477364369813	0.0	0.0	0.0	0.0	0.9960137063468224	0.0	0.0	0.0	0.0	0.0	0.9978099499200513	0.9972413740548081	0.0	0.0	0.9972413740548081	0.0	0.9972413740548081	0.0	0.0	0.9972413740548081	0.0	0.9595959595959598	0.0	0.9972413740548081	0.9797979797979799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9972413740548081	0.0	0.9336892455805611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9972413740548081
Pseudomonas fluorescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.0	0.0	0.9962725072187499	0.0	0.0	0.993825024010873	0.0	0.9996885436146367	0.9962725072187499	0.0	0.0	0.0	0.0	0.0	0.0	0.9897082941870776	0.0	0.0	0.0	0.0	0.0	0.9680486479207382	0.0	0.0	0.9821411446086468	0.9841960305264557	0.0	0.0	0.0	0.0	0.901162389652155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9379445280053041	0.0	0.9962725072187499	0.9962725072187499	0.9962725072187499	0.0	0.0	0.0	0.9594600110030072	0.9962725072187499	0.0	0.0	0.0	0.9771398364036776	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9962725072187499	0.0
Pseudomonas frederiksbergensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.9908673886137319	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas mandelii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9289979285083172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8786992997608882	0.0	0.0	0.0	0.0	0.0	0.994936676326182	0.0	0.0	0.9864400504156211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9379445280053041	0.0	0.0	0.0	0.9045340337332909	0.0	0.9045340337332909	1.0000000000000002	0.9164589998052641	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.9710607611177229	0.9045340337332909	0.0	0.9045340337332909	0.0
Pseudomonas orientalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	1.0000000000000004	0.0	0.0	0.0	0.0	0.0
Pseudomonas sp. Ag1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.999666043271478	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.0	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9045340337332909	0.0	0.0	1.0	1.0	0.0	0.9995837668914376	0.0	0.9801960588196067	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9801960588196067	1.0	0.0	1.0	0.0
Pseudomonas sp. DSM 29167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.999666043271478	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.9045340337332909	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9622504486493761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.0	0.0	1.0	0.0	1.0	0.9045340337332909	0.9995837668914376	0.9045340337332909	0.9801960588196067	1.0	0.0	0.0	0.0	0.9918365981341756	0.0	1.0	0.0	0.0	0.0	0.9801960588196067	1.0	0.0	0.0	0.0
Pseudomonas sp. Eur1 9.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.9045340337332909	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9622504486493761	0.9878783399072132	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9045340337332909	0.0	1.0	1.0	0.0	0.0	0.9995837668914376	0.0	0.9801960588196067	1.0	0.0	0.0	0.0	0.9918365981341756	0.0	1.0	0.0	0.0	0.0	0.9801960588196067	1.0	0.0	1.0	0.0
Pseudomonas sp. FH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.9289979285083172	0.9045340337332909	0.8703882797784894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994936676326182	0.0	0.0	0.9864400504156211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.9045340337332909	0.0	0.0	0.9164589998052641	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.8703882797784894	0.0	0.0	0.0	0.9045340337332909	0.0	0.9045340337332909	0.0
Pseudomonas sp. NBRC 111132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995837668914376	0.0	0.0	0.0	0.9995837668914376	0.0	0.0	0.9985426824810248	0.0	0.9994700761197417	0.9995837668914376	0.0	0.0	0.0	0.0	0.0	0.0	0.9962922549262234	0.0	0.0	0.0	0.0	0.0	0.9520331092974139	0.0	0.0	0.9697017643021146	0.9874671522349121	0.0	0.0	0.0	0.0	0.9041575367206296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9164589998052641	0.0	0.9995837668914376	0.9995837668914376	0.9995837668914376	0.9164589998052641	0.0	0.0	0.9740750188033873	0.9995837668914376	0.0	0.0	0.0	0.0	0.0	0.9995837668914376	0.0	0.0	0.0	0.0	0.9995837668914376	0.0	0.0	0.0
