	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
5808	Lactobacillus fermentum	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
5828	Lactobacillus frumenti	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
5832	Lactobacillus gasseri	4	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
5846	Lactobacillus hominis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
5860	Lactobacillus iners	8	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
5874	Lactobacillus johnsonii	3	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
5890	Lactobacillus oris	2	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
5908	Lactobacillus panis	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
5918	Lactobacillus plantarum	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
5926	Lactobacillus reuteri	4	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
5964	Lactobacillus ruminis	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
6016	Lactobacillus ultunensis	2	Mid_vagina	Mid_vagina	#18cde4	0.0	2.0	#8000ff	#7effb5
6017	Lactobacillus crispatus	9	Mid_vagina	Mid_vagina	#18cde4	0.0	2.0	#8000ff	#7effb5
6019	Lactobacillus sp. 7_1_47FAA	1	Posterior_fornix	Mid_vagina	#4df3ce	0.0	2.0	#8000ff	#7effb5
6020	Lactobacillus vaginalis	6	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
6038	Lactococcus lactis	14	Anterior_nares	Stool	#8000ff	1.0	1.0	#ff0000	#01b3ec
6042	Lautropia mirabilis	30	Supragingival_plaque	Subgingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
6070	Lawsonella clevelandensis	8	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6071	Acidovorax temperans	7	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
6074	Lelliottia amnigena	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
6076	Leptotrichia buccalis	16	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
6092	Leptotrichia goodfellowii	17	Supragingival_plaque	Buccal_mucosa	#ff964f	1.0	3.0	#ff0000	#feb562
6114	Leptotrichia hofstadii	17	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
6155	Cryptobacterium curtum	4	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
6164	Leptotrichia shahii	17	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
6182	Leptotrichia sp. oral taxon 212	26	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
6183	Actinomyces naeslundii	25	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
6202	Leptotrichia sp. oral taxon 215	23	Tongue_dorsum	Subgingival_plaque	#ff0000	0.0	3.0	#8000ff	#feb562
6232	Leptotrichia sp. oral taxon 225	12	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
6248	Leptotrichia sp. oral taxon 879	15	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
6294	Leptotrichia trevisanii	18	Supragingival_plaque	Buccal_mucosa	#ff964f	1.0	3.0	#ff0000	#feb562
6330	Leptotrichia wadei	24	Tongue_dorsum	Subgingival_plaque	#ff0000	1.0	3.0	#ff0000	#feb562
6356	Leucobacter sp. CBX151	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
6364	Leuconostoc carnosum	2	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
6384	Leuconostoc gelidum	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
6400	Leuconostoc mesenteroides	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
6412	Levyella massiliensis	6	Anterior_nares	Stool	#8000ff	1.0	1.0	#ff0000	#01b3ec
6434	Mageeibacillus indolicus	2	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
6446	Mannheimia haemolytica	6	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
6474	Mannheimia varigena	4	Buccal_mucosa	Attached	#1996f3	0.0	0.0	#8000ff	#8000ff
6476	Marvinbryantia formatexigens	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
6502	Megamonas funiformis	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
6518	Megamonas hypermegale	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
6534	Megamonas rupellensis	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
6550	Megasphaera cerevisiae	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
6556	Megasphaera micronuciformis	16	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
6564	Megasphaera sp. BV3C16-1	2	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
6594	Megasphaera sp. UPII 135-E	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
6602	Methylobacterium aquaticum	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
6610	Micrococcus luteus	2	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
6635	Lactobacillus jensenii	10	Posterior_fornix	Anterior_nares	#4df3ce	1.0	2.0	#ff0000	#7effb5
6642	Mitsuokella sp. oral taxon 131	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
6660	Mobiluncus curtisii	2	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
6674	Mobiluncus mulieris	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
6684	Modestobacter caceresii	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6694	Mogibacterium sp. CM50	5	Throat	Saliva	#ff5029	1.0	4.0	#ff0000	#ff0000
6700	Mogibacterium timidum	4	Throat	Throat	#ff5029	0.0	3.0	#8000ff	#feb562
6702	Moraxella boevrei	2	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6706	Moraxella bovoculi	2	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6712	Moraxella caprae	3	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6720	Moraxella catarrhalis	4	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6724	Moraxella macacae	2	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
6730	Moritella viscosa	1	Tongue_dorsum	Buccal_mucosa	#ff0000	0.0	4.0	#8000ff	#ff0000
6739	Histophilus somni	3	Buccal_mucosa	Tongue_dorsum	#1996f3	0.0	4.0	#8000ff	#ff0000
6740	Morococcus cerebrosus	9	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
6750	Mycobacterium chelonae	5	Mid_vagina	Throat	#18cde4	1.0	2.0	#ff0000	#7effb5
6771	Mycobacterium abscessus	4	Mid_vagina	Mid_vagina	#18cde4	0.0	2.0	#8000ff	#7effb5
6772	Mycobacterium immunogenum	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6782	Mycobacterium iranicum	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
6792	Mycoplasma hominis	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
6802	Mycoplasma ovipneumoniae	1	Tongue_dorsum	Saliva	#ff0000	0.0	4.0	#8000ff	#ff0000
6806	Mycoplasma salivarium	8	Subgingival_plaque	Saliva	#e4cf74	0.0	3.0	#8000ff	#feb562
6812	Necropsobacter massiliensis	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
6846	Necropsobacter rosorum	1	Tongue_dorsum	Buccal_mucosa	#ff0000	0.0	4.0	#8000ff	#ff0000
6856	Neisseria cinerea	10	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
6876	Neisseria elongata	16	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
6906	Neisseria flavescens	20	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
6940	Neisseria gonorrhoeae	13	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
6954	Neisseria lactamica	23	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
6982	Neisseria macacae	10	Buccal_mucosa	Tongue_dorsum	#1996f3	0.0	3.0	#8000ff	#feb562
7008	Neisseria meningitidis	27	Throat	Buccal_mucosa	#ff5029	1.0	3.0	#ff0000	#feb562
7018	Neisseria mucosa	20	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	3.0	#8000ff	#feb562
7040	Neisseria polysaccharea	9	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
7066	Neisseria sicca	24	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
7102	Neisseria sp. GT4A_CT1	11	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	2.0	#ff0000	#7effb5
7104	Neisseria sp. HMSC06F02	8	Buccal_mucosa	Supragingival_plaque	#1996f3	1.0	3.0	#ff0000	#feb562
7110	Neisseria sp. oral taxon 014	21	Supragingival_plaque	Buccal_mucosa	#ff964f	0.0	3.0	#8000ff	#feb562
7128	Neisseria sp. oral taxon 020	13	Throat	Subgingival_plaque	#ff5029	0.0	3.0	#8000ff	#feb562
7154	Neisseria subflava	9	Throat	Buccal_mucosa	#ff5029	1.0	3.0	#ff0000	#feb562
7176	Nocardia otitidiscaviarum	3	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
7198	Nosocomiicoccus massiliensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
7212	Odoribacter laneus	7	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	2.0	#ff0000	#7effb5
7214	Odoribacter splanchnicus	18	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7254	Olsenella profusa	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
7256	Olsenella sp. SIT9	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
7258	Olsenella uli	4	Throat	Throat	#ff5029	1.0	3.0	#ff0000	#feb562
7264	Oribacterium asaccharolyticum	10	Saliva	Buccal_mucosa	#7effb5	1.0	3.0	#ff0000	#feb562
7288	Oribacterium parvum	13	Tongue_dorsum	Saliva	#ff0000	0.0	3.0	#8000ff	#feb562
7294	Oribacterium sinus	20	Saliva	Buccal_mucosa	#7effb5	0.0	3.0	#8000ff	#feb562
7322	Oribacterium sp. oral taxon 078	17	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
7350	Oribacterium sp. oral taxon 108	10	Saliva	Buccal_mucosa	#7effb5	0.0	3.0	#8000ff	#feb562
7374	Oscillibacter ruminantium	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
7390	Oscillibacter sp. 1-3	10	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7426	Oscillibacter sp. ER4	17	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7454	Oscillibacter valericigenes	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
7462	Oscillospiraceae bacterium VE202-24	17	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7526	Ottowia sp. oral taxon 894	12	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
7544	Oxalobacter formigenes	5	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7578	Paenibacillus sophorae	2	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
7624	Parabacteroides distasonis	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7682	Parabacteroides goldsteinii	14	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7704	Parabacteroides gordonii	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7754	Parabacteroides johnsonii	12	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7806	Parabacteroides merdae	22	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7830	Parabacteroides sp. 2_1_7	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7852	Parabacteroides sp. 20_3	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7876	Parabacteroides sp. D13	13	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7930	Parabacteroides sp. D26	13	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
7970	Parabacteroides sp. HGS0025	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
7982	Paracoccus sp. 228	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
7984	Paracoccus sp. PAMC 22219	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
8004	Paracoccus sp. S4493	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
8006	Paracoccus versutus	2	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
8028	Paracoccus yeei	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
8036	Paraprevotella clara	22	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
8046	Paraprevotella xylaniphila	6	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
8056	Parasutterella excrementihominis	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
8100	Parvimonas micra	17	Throat	Supragingival_plaque	#ff5029	0.0	3.0	#8000ff	#feb562
8122	Parvimonas sp. oral taxon 110	11	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
8160	Parvimonas sp. oral taxon 393	6	Throat	Saliva	#ff5029	0.0	4.0	#8000ff	#ff0000
8174	Pasteurella bettyae	7	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
8214	Pasteurella multocida	11	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
8246	Pedobacter agri	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
8250	Peptoclostridium difficile	15	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
8360	Peptoniphilaceae bacterium SIT14	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
8380	Peptoniphilus duerdenii	1	Tongue_dorsum	Saliva	#ff0000	1.0	4.0	#ff0000	#ff0000
8384	Peptoniphilus grossensis	2	Posterior_fornix	Throat	#4df3ce	0.0	2.0	#8000ff	#7effb5
8422	Peptoniphilus lacrimalis	18	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
8450	Peptoniphilus rhinitidis	5	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
8458	Peptoniphilus sp. BV3AC2	3	Posterior_fornix	Throat	#4df3ce	0.0	2.0	#8000ff	#7effb5
8482	Peptoniphilus sp. BV3C26	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
8492	Peptostreptococcaceae bacterium ACC19a	4	Throat	Subgingival_plaque	#ff5029	1.0	3.0	#ff0000	#feb562
8502	Peptostreptococcaceae bacterium AS15	11	Subgingival_plaque	Tongue_dorsum	#e4cf74	1.0	3.0	#ff0000	#feb562
8512	Peptostreptococcaceae bacterium CM5	2	Subgingival_plaque	Throat	#e4cf74	0.0	4.0	#8000ff	#ff0000
8519	Fusobacterium sp. CM1	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	0.0	#ff0000	#8000ff
8522	Peptostreptococcaceae bacterium OBRC8	6	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	4.0	#8000ff	#ff0000
8523	Mannheimia sp. MG13	1	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
8525	Mycoplasma orale	1	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
8526	Peptostreptococcaceae bacterium oral taxon 113	4	Throat	Subgingival_plaque	#ff5029	0.0	3.0	#8000ff	#feb562
8562	Peptostreptococcaceae bacterium VA2	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
8574	Peptostreptococcus anaerobius	5	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
8578	Peptostreptococcus stomatis	15	Throat	Subgingival_plaque	#ff5029	0.0	3.0	#8000ff	#feb562
8588	Phascolarctobacterium succinatutens	6	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
8672	Photobacterium iliopiscarium	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
8682	Porphyrobacter donghaensis	12	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
8698	Porphyromonadaceae bacterium COT-184 OH4590	3	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
8702	Porphyromonas asaccharolytica	3	Posterior_fornix	Stool	#4df3ce	1.0	2.0	#ff0000	#7effb5
8766	Porphyromonas cangingivalis	1	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	4.0	#ff0000	#ff0000
8778	Porphyromonas canoris	2	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
8802	Porphyromonas catoniae	25	Supragingival_plaque	Subgingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
8826	Porphyromonas crevioricanis	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
8850	Porphyromonas endodontalis	20	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
8874	Porphyromonas gingivalis	16	Attached	Attached	#4e4dfc	1.0	3.0	#ff0000	#feb562
8946	Porphyromonas gulae	8	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
8980	Porphyromonas macacae	3	Throat	Throat	#ff5029	1.0	4.0	#ff0000	#ff0000
8996	Porphyromonas somerae	24	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
9010	Porphyromonas sp. COT-239 OH1446	1	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	4.0	#ff0000	#ff0000
9024	Porphyromonas sp. KLE 1280	20	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
9052	Porphyromonas sp. oral taxon 278	23	Subgingival_plaque	Tongue_dorsum	#e4cf74	1.0	3.0	#ff0000	#feb562
9072	Porphyromonas sp. oral taxon 279	22	Tongue_dorsum	Saliva	#ff0000	1.0	3.0	#ff0000	#feb562
9106	Porphyromonas uenonis	7	Throat	Attached	#ff5029	0.0	2.0	#8000ff	#7effb5
9114	Prevotella albensis	3	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
9154	Prevotella amnii	16	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
9174	Prevotella aurantiaca	15	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	4.0	#ff0000	#ff0000
9188	Prevotella baroniae	10	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
9212	Prevotella bergensis	8	Stool	Stool	#b2f396	1.0	0.0	#ff0000	#8000ff
9220	Prevotella bivia	22	Tongue_dorsum	Subgingival_plaque	#ff0000	1.0	3.0	#ff0000	#feb562
9248	Prevotella brevis	3	Attached	Stool	#4e4dfc	1.0	0.0	#ff0000	#8000ff
9272	Prevotella bryantii	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
9282	Prevotella buccae	6	Saliva	Tongue_dorsum	#7effb5	0.0	4.0	#8000ff	#ff0000
9296	Prevotella buccalis	11	Posterior_fornix	Stool	#4df3ce	1.0	1.0	#ff0000	#01b3ec
9312	Prevotella conceptionensis	15	Subgingival_plaque	Tongue_dorsum	#e4cf74	1.0	3.0	#ff0000	#feb562
9338	Prevotella copri	9	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
9350	Prevotella corporis	10	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
9372	Prevotella dentalis	3	Saliva	Stool	#7effb5	0.0	4.0	#8000ff	#ff0000
9402	Prevotella dentasini	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
9430	Prevotella denticola	18	Throat	Supragingival_plaque	#ff5029	1.0	3.0	#ff0000	#feb562
9490	Prevotella disiens	20	Throat	Stool	#ff5029	1.0	3.0	#ff0000	#feb562
9508	Prevotella enoeca	6	Supragingival_plaque	Tongue_dorsum	#ff964f	1.0	3.0	#ff0000	#feb562
9540	Prevotella falsenii	5	Throat	Throat	#ff5029	1.0	3.0	#ff0000	#feb562
9558	Prevotella fusca	16	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
9586	Prevotella histicola	21	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
9604	Prevotella intermedia	17	Throat	Throat	#ff5029	1.0	3.0	#ff0000	#feb562
9622	Prevotella loescheii	19	Supragingival_plaque	Subgingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
9646	Prevotella maculosa	23	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
9706	Prevotella marshii	6	Subgingival_plaque	Supragingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
9730	Prevotella melaninogenica	21	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
9746	Prevotella micans	10	Subgingival_plaque	Supragingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
9780	Prevotella multiformis	13	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
9800	Prevotella multisaccharivorax	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
9818	Prevotella nanceiensis	21	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	0.0	#8000ff	#8000ff
9828	Prevotella nigrescens	26	Supragingival_plaque	Tongue_dorsum	#ff964f	0.0	3.0	#8000ff	#feb562
9872	Prevotella oralis	10	Subgingival_plaque	Saliva	#e4cf74	1.0	3.0	#ff0000	#feb562
9882	Prevotella oris	26	Throat	Buccal_mucosa	#ff5029	1.0	3.0	#ff0000	#feb562
9906	Prevotella oulorum	22	Subgingival_plaque	Buccal_mucosa	#e4cf74	1.0	3.0	#ff0000	#feb562
9984	Prevotella pallens	23	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
10008	Prevotella pleuritidis	20	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
10038	Prevotella saccharolytica	21	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
10072	Prevotella salivae	22	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
10100	Prevotella scopos	14	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
10138	Prevotella shahii	15	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
10156	Prevotella sp. 109	5	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
10166	Prevotella sp. AGR2160	4	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
10188	Prevotella sp. BV3P1	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
10200	Prevotella sp. C561	18	Tongue_dorsum	Saliva	#ff0000	0.0	3.0	#8000ff	#feb562
10230	Prevotella sp. F0091	20	Throat	Tongue_dorsum	#ff5029	1.0	3.0	#ff0000	#feb562
10270	Prevotella sp. FD3004	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
10314	Prevotella sp. HJM029	14	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
10338	Prevotella sp. HUN102	12	Throat	Buccal_mucosa	#ff5029	1.0	0.0	#ff0000	#8000ff
10353	Peptostreptococcus sp. MV1	9	Throat	Throat	#ff5029	0.0	0.0	#8000ff	#8000ff
10356	Prevotella sp. ICM33	15	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
10402	Prevotella sp. MSX73	2	Throat	Throat	#ff5029	1.0	4.0	#ff0000	#ff0000
10410	Prevotella sp. oral taxon 299	16	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	0.0	#ff0000	#8000ff
10432	Prevotella sp. oral taxon 306	15	Saliva	Subgingival_plaque	#7effb5	1.0	3.0	#ff0000	#feb562
10480	Prevotella sp. oral taxon 317	13	Subgingival_plaque	Buccal_mucosa	#e4cf74	0.0	3.0	#8000ff	#feb562
10498	Prevotella sp. oral taxon 472	14	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
10544	Prevotella sp. oral taxon 473	25	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
10596	Prevotella sp. P4-65	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
10614	Prevotella sp. P4-76	3	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
10664	Prevotella sp. P5-119	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
10684	Prevotella sp. P5-125	2	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
10724	Prevotella sp. P5-60	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
10756	Prevotella sp. S7 MS 2	4	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
10764	Prevotella sp. S7-1-8	11	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
10780	Prevotella stercorea	6	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
10816	Prevotella timonensis	22	Anterior_nares	Attached	#8000ff	0.0	2.0	#8000ff	#7effb5
10828	Prevotella veroralis	20	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
