TAXA	Actinobaculum massiliense	Actinobaculum sp. oral taxon 183	Actinomyces massiliensis	Actinomyces naeslundii	Actinomyces neuii	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 448	Aerococcus christensenii	Alistipes putredinis	Anaerococcus hydrogenalis	Anaerococcus prevotii	Anaerococcus provenciensis	Anaerococcus senegalensis	Arcanobacterium haemolyticum	Atopobium vaginae	Bacteroides coprocola	Bacteroides dorei	Bacteroides gallinarum	Bacteroides massiliensis	Bacteroides plebeius	Bacteroides sp. 2_2_4	Bacteroides stercoris	Bacteroides uniformis	Barnesiella intestinihominis	Blautia obeum	Bradyrhizobium japonicum	Burkholderiales bacterium 1_1_47	Campylobacter hominis	Campylobacter ureolyticus	Capnocytophaga gingivalis	Comamonas testosteroni	Corynebacterium aurimucosum	Corynebacterium diphtheriae	Corynebacterium matruchotii	Corynebacterium pyruviciproducens	Cupriavidus basilensis	Dialister invisus	Dialister micraerophilus	[Eubacterium] rectale	Faecalibacterium prausnitzii	Finegoldia magna	Herbaspirillum chlorophenolicum	Herbaspirillum huttiense	Herbaspirillum rubrisubalbicans	Herbaspirillum seropedicae	Herbaspirillum sp. B39	Lachnospiraceae bacterium TF01-11	Lactobacillus acidophilus	Lactobacillus amylovorus	Lactobacillus coleohominis	Lactobacillus crispatus	Lactobacillus gasseri	Lactobacillus helveticus	Lactobacillus iners	Lactobacillus jensenii	Lactobacillus kefiranofaciens	Lactobacillus kitasatonis	Lactobacillus oris	Lactobacillus reuteri	Lactobacillus vaginalis	Lactococcus lactis	Lautropia mirabilis	Lawsonella clevelandensis	Levyella massiliensis	Limnohabitans sp. Rim47	Mobiluncus curtisii	Mycobacterium abscessus	Mycobacterium chelonae	Nocardia otitidiscaviarum	Oscillibacter sp. ER4	Parabacteroides merdae	Peptoniphilus grossensis	Peptoniphilus harei	Peptoniphilus sp. BV3AC2	Peptoniphilus sp. BV3C26	Peptoniphilus timonensis	Peptostreptococcus anaerobius	Porphyromonas uenonis	Prevotella bivia	Prevotella buccalis	Prevotella disiens	Prevotella oris	Prevotella sp. 109	Prevotella sp. C561	Prevotella sp. oral taxon 473	Prevotella sp. S7-1-8	Prevotella timonensis	Propionibacterium humerusii	Propionibacterium propionicum	Pseudomonas aeruginosa	Pseudomonas extremaustralis	Pseudomonas fluorescens	Pseudomonas frederiksbergensis	Pseudomonas libanensis	Pseudomonas mandelii	Pseudomonas orientalis	Pseudomonas putida	Pseudomonas sp. Ag1	Pseudomonas sp. DSM 28142	Pseudomonas sp. DSM 29164	Pseudomonas sp. DSM 29167	Pseudomonas sp. ES3-33	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	Pseudomonas sp. NBRC 111134	Pseudomonas sp. Root9	Pseudomonas synxantha	Pseudomonas tolaasii	Roseburia intestinalis	Roseburia inulinivorans	Rothia dentocariosa	Rothia mucilaginosa	Ruminococcus bicirculans	Salinicoccus roseus	Sphingobium yanoikuyae	Sphingomonas sp. MEA3-1	Sphingopyxis fribergensis	Sphingopyxis macrogoltabida	Sphingopyxis sp. 113P3	Sphingopyxis sp. H050	Sphingopyxis sp. H115	Sphingopyxis sp. LC81	Sphingopyxis sp. Root1497	Stenotrophomonas maltophilia	Sutterellaceae bacterium ND3	Sutterella wadsworthensis	Tissierellia bacterium S5-A11	Ureaplasma parvum	Varibaculum cambriense	Veillonella dispar
Nocardia otitidiscaviarum	0.0	0.9157484263009923	0.989159571394798	0.9712858623572642	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.9525626715469695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.9712858623572642	0.0	0.0	0.9537837826484191	0.9992449980048614	0.9712858623572642	0.0	0.9565063481617352	0.0	0.0	0.9773831403961888	0.9712858623572642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9546191623118206	0.9712858623572642	0.0	0.0	0.989159571394798	0.0	0.9351596947124812	0.9502942535582598	0.9909323164795847	0.0	0.0	0.0	0.9712858623572642	0.9540132514200079	0.0	0.9712858623572642	0.0	0.9999999999999998	0.9712858623572642	0.9944960022324173	0.989159571394798	0.9216386018266581	0.0	0.0	0.0	0.0	0.9977557480592902	0.9653901507302997	0.9615239476408233	0.0	0.989159571394798	0.0	0.9658259803278529	0.0	0.0	0.0	0.9712858623572642	0.0	0.9999999999999998	0.9712858623572642	0.0	0.8867924528301885	0.0	0.9899268511483333	0.9389939643033253	0.9682580032485568	0.9303349698303258	0.9983814394570297	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.9712858623572642	0.9999999999999998	0.0	0.9712858623572642	0.0	0.9446884305640602	0.0	0.0	0.9712858623572642	0.9572607021369213	0.9999999999999998	0.9712858623572642
Oscillibacter sp. ER4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9198241455585492	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Parabacteroides merdae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9449111825230682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9978809045903114	0.0	0.0	0.9958591954639382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus grossensis	0.0	0.9850365626224085	0.9258200997725512	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	1.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	1.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	0.0	0.9973666315057157	0.0	1.0	0.0	0.9712858623572642	1.0	0.9908673886137243	0.9258200997725512	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.9428090415820632	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.9258200997725512	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Peptoniphilus harei	0.0	0.9931020117365793	0.0	0.9973666315057157	0.0	0.0	0.0	0.0	0.0	0.9973666315057157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973666315057157	0.0	0.9973666315057157	0.0	0.0	0.9752621229127891	0.9648459140560095	0.9973666315057157	0.0	0.9843842822519241	0.0	0.0	0.9954912684400795	0.9973666315057157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9771854965779468	0.0	0.0	0.0	0.0	0.0	0.9954490315156961	0.9973666315057157	0.0	0.0	0.0	0.0	0.9974882519593347	0.9991779630830524	0.9853167258326907	0.9540132514200079	0.0	0.0	0.9973666315057157	0.0	0.0	0.9973666315057157	0.0	0.9540132514200079	0.9973666315057157	0.9799183391049612	0.0	0.9867709983894415	0.0	0.0	0.0	0.0	0.9717831850087816	0.9986793622331086	0.0	0.0	0.9000053129159937	0.0	0.9973747116924857	0.9834429661167691	0.0	0.9973666315057157	0.9973666315057157	0.0	0.9540132514200079	0.9973666315057157	0.0	0.9834429661167691	0.0	0.9845806926894116	0.9980855119645292	0.9968579679909737	0.9965978001961094	0.9355573440785886	0.9834429661167691	0.0	0.0	0.0	0.0	0.9973666315057157	0.0	0.0	0.0	0.0	0.9973666315057157	0.9467588356648765	0.9973666315057157	0.9540132514200079	0.0	0.9973666315057157	0.0	0.9987708823671447	0.9467588356648765	0.0	0.9973666315057157	0.9992443868958012	0.9540132514200079	0.9973666315057157
Peptoniphilus sp. BV3AC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9480205921864617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9123280382981347	0.0	0.9140394975301722	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9053914609204581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.9150929381480755	0.0	0.0	0.0	0.917844659128731	0.0	0.0
Peptoniphilus sp. BV3C26	0.0	0.9850365626224085	0.9258200997725512	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	1.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	1.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	1.0	0.9973666315057157	0.9191450300180577	0.0	0.0	0.9712858623572642	1.0	0.9908673886137243	0.9258200997725512	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.9428090415820632	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9258200997725512	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.0	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Peptoniphilus timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus anaerobius	0.0	0.9157484263009923	0.989159571394798	0.9712858623572642	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.9525626715469695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.9712858623572642	0.0	0.0	0.9537837826484191	0.9992449980048614	0.9712858623572642	0.0	0.9565063481617352	0.0	0.0	0.9773831403961888	0.9712858623572642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9470281848974871	0.0	0.0	0.0	0.0	0.0	0.9546191623118206	0.9712858623572642	0.0	0.0	0.989159571394798	0.0	0.9351596947124812	0.9502942535582598	0.9909323164795847	0.9999999999999998	0.0	0.0	0.9712858623572642	0.9540132514200079	0.0	0.9712858623572642	0.0	0.0	0.9712858623572642	0.9944960022324173	0.989159571394798	0.9216386018266581	0.0	0.0	0.0	0.0	0.9977557480592902	0.9653901507302997	0.9615239476408233	0.0	0.989159571394798	0.0	0.9658259803278529	0.0	0.0	0.9712858623572642	0.9712858623572642	0.0	0.9999999999999998	0.9712858623572642	0.0	0.0	0.0	0.9899268511483333	0.0	0.9682580032485568	0.9303349698303258	0.9983814394570297	0.0	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.0	0.0	0.0	0.9712858623572642	0.0	0.9712858623572642	0.9999999999999998	0.0	0.9712858623572642	0.0	0.9446884305640602	0.0	0.0	0.9712858623572642	0.9572607021369213	0.9999999999999998	0.9712858623572642
Porphyromonas uenonis	0.0	0.9850365626224085	0.9258200997725512	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	1.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	1.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	1.0	0.9973666315057157	0.9191450300180577	1.0	0.0	0.9712858623572642	0.0	0.9908673886137243	0.9258200997725512	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.9428090415820632	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9258200997725512	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.9258200997725512	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Prevotella bivia	0.0	0.9528015444353077	0.9683296637314884	0.9908673886137243	0.0	0.0	0.0	0.0	0.0	0.9908673886137243	0.9154324272853895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9908673886137243	0.0	0.9908673886137243	0.0	0.0	0.9730124597112036	0.9978157964455981	0.9908673886137243	0.0	0.9757899132756591	0.0	0.0	0.9941000619489847	0.9908673886137243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9661206663047343	0.0	0.0	0.0	0.0	0.0	0.978727925324904	0.9908673886137243	0.0	0.0	0.9683296637314884	0.0	0.9671264818447255	0.9776857231979512	0.9995559411156348	0.9944960022324173	0.0	0.0	0.9908673886137243	0.9799183391049612	0.0	0.9908673886137243	0.0	0.9944960022324173	0.9908673886137243	0.0	0.0	0.9531431942123577	0.0	0.0	0.0	0.0	0.9992796685541032	0.987210334208521	0.9601486977992115	0.0	0.9683296637314884	0.0	0.9874979857100898	0.9303349698303258	0.0	0.9908673886137243	0.9908673886137243	0.0	0.9944960022324173	0.9908673886137243	0.0	0.9303349698303258	0.0	0.9988729891725949	0.9698612260388876	0.9889267324514336	0.9636363636363635	0.9869275424396531	0.9303349698303258	0.0	0.0	0.0	0.0	0.9908673886137243	0.0	0.0	0.0	0.0	0.9908673886137243	0.0	0.9908673886137243	0.9944960022324173	0.0	0.0	0.0	0.9738516810963533	0.8664002254439633	0.0	0.9908673886137243	0.9822955075007762	0.9944960022324173	0.9908673886137243
Prevotella buccalis	0.0	0.0	1.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.9869275424396533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536795	0.9258200997725512	0.0	0.9258200997725512	0.0	0.0	0.0	0.9827076298239904	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9604598502436762	0.989159571394798	0.0	0.0	0.9258200997725512	0.0	0.0	0.9258200997725512	0.0	0.989159571394798	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9771071235928814	0.9168962350492924	0.9456108576893003	0.0	1.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.9258200997725512	0.0	0.989159571394798	0.9258200997725512	0.0	0.0	0.0	0.9590210286470982	0.8783100656536799	0.0	0.0	0.9959100033104784	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.9258200997725512	0.989159571394798	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.9258200997725512	0.9044122355729414	0.989159571394798	0.9258200997725512
Prevotella disiens	0.0	0.9842427116706582	0.0	0.978231976089037	0.0	0.0	0.0	0.0	0.0	0.978231976089037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.978231976089037	0.0	0.978231976089037	0.0	0.0	0.9606047309259094	0.9345059846821198	0.978231976089037	0.0	0.9803470038229786	0.0	0.0	0.9744185263011157	0.978231976089037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9533057684466708	0.0	0.0	0.0	0.0	0.0	0.9776502322712626	0.978231976089037	0.0	0.0	0.0	0.0	0.9855414075667792	0.9845227695935682	0.9601878885635601	0.9216386018266581	0.0	0.0	0.978231976089037	0.9867709983894415	0.0	0.978231976089037	0.0	0.9216386018266581	0.978231976089037	0.9531431942123577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9801492603149391	0.0	0.0	0.0	0.0	0.9800652065745925	0.9786471751355236	0.0	0.978231976089037	0.978231976089037	0.0	0.0	0.978231976089037	0.0	0.9786471751355236	0.0	0.9585702856178961	0.985481958217238	0.9790083753800279	0.9854531329992172	0.0	0.9786471751355236	0.0	0.0	0.0	0.0	0.978231976089037	0.0	0.0	0.0	0.0	0.978231976089037	0.9509501669886249	0.978231976089037	0.0	0.0	0.978231976089037	0.0	0.9851569282826207	0.0	0.0	0.978231976089037	0.9832187591700503	0.0	0.978231976089037
Prevotella oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella sp. 109	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9198241455585492	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Prevotella sp. C561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella sp. oral taxon 473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella sp. S7-1-8	0.0	0.9405940594059405	0.9771071235928814	0.9850365626224085	0.0	0.0	0.0	0.0	0.0	0.9850365626224085	0.9300465034877906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9850365626224085	0.0	0.9850365626224085	0.0	0.0	0.9672867022534919	0.9996038819412814	0.9850365626224085	0.0	0.9700478117050829	0.0	0.0	0.9893109088048915	0.9850365626224085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960435464070237	0.0	0.0	0.0	0.0	0.0	0.9712418825885154	0.9850365626224085	0.0	0.0	0.9771071235928814	0.0	0.9567794995093506	0.9690093604462803	0.9977051185430926	0.9977557480592902	0.0	0.0	0.9850365626224085	0.9717831850087816	0.9053914609204581	0.9850365626224085	0.0	0.9977557480592902	0.9850365626224085	0.9992796685541032	0.9771071235928814	0.0	0.0	0.0	0.0	0.0	0.0	0.9805640125980801	0.9618692838696559	0.0	0.9771071235928814	0.0	0.9809057002995685	0.0	0.0	0.9850365626224085	0.9850365626224085	0.0	0.9977557480592902	0.9850365626224085	0.0	0.0	0.0	0.9969044830299554	0.9599159726141098	0.9826996517704085	0.0	0.9923326996045148	0.0	0.0	0.0	0.0	0.0	0.9850365626224085	0.0	0.0	0.0	0.0	0.9850365626224085	0.0	0.9850365626224085	0.9977557480592902	0.0	0.9850365626224085	0.0	0.9645286995244784	0.0	0.0	0.9850365626224085	0.9744785954319807	0.9977557480592902	0.9850365626224085
