source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Sphingomonadales	584	Sphingomonadales	Actinomycetales	1.0	24	44	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Actinomycetales	585	Actinomycetales	Sphingomonadales	1.0	44	24	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	586	Sphingomonadales	Bacillales	2.0	24	53	Mid_vagina	Attached	Intertype	#18cde4	#4e4dfc	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacillales	587	Bacillales	Sphingomonadales	2.0	53	24	Attached	Mid_vagina	Intertype	#4e4dfc	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	588	Sphingomonadales	Bacteroidales	6.0	24	60	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacteroidales	589	Bacteroidales	Sphingomonadales	6.0	60	24	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	590	Sphingomonadales	Bifidobacteriales	1.0	24	33	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bifidobacteriales	591	Bifidobacteriales	Sphingomonadales	1.0	33	24	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	592	Sphingomonadales	Burkholderiales	2.0	24	54	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Burkholderiales	593	Burkholderiales	Sphingomonadales	2.0	54	24	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	6.0	1.0	#ff0000	#01b3ec
Sphingomonadales	594	Sphingomonadales	Campylobacterales	5.0	24	37	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Campylobacterales	595	Campylobacterales	Sphingomonadales	5.0	37	24	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	596	Sphingomonadales	Chromatiales	1.0	24	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Chromatiales	597	Chromatiales	Sphingomonadales	1.0	1	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	598	Sphingomonadales	Clostridiales	2.0	24	58	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Clostridiales	599	Clostridiales	Sphingomonadales	2.0	58	24	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	600	Sphingomonadales	Coriobacteriales	1.0	24	40	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Coriobacteriales	601	Coriobacteriales	Sphingomonadales	1.0	40	24	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	602	Sphingomonadales	Corynebacteriales	2.0	24	43	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Corynebacteriales	603	Corynebacteriales	Sphingomonadales	2.0	43	24	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	604	Sphingomonadales	Cytophagales	3.0	24	9	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Cytophagales	605	Cytophagales	Sphingomonadales	3.0	9	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	0.0	#2adddd	#8000ff
Sphingomonadales	606	Sphingomonadales	Eggerthellales	2.0	24	19	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Eggerthellales	607	Eggerthellales	Sphingomonadales	2.0	19	24	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	608	Sphingomonadales	Enterobacteriales	1.0	24	27	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Enterobacteriales	609	Enterobacteriales	Sphingomonadales	1.0	27	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	3.0	#2c7ef7	#feb562
Sphingomonadales	610	Sphingomonadales	Erysipelotrichales	1.0	24	41	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	1.0	3.0	#2c7ef7	#feb562
Erysipelotrichales	611	Erysipelotrichales	Sphingomonadales	1.0	41	24	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	612	Sphingomonadales	Flavobacteriales	3.0	24	35	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Flavobacteriales	613	Flavobacteriales	Sphingomonadales	3.0	35	24	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	614	Sphingomonadales	Fusobacteriales	4.0	24	33	Mid_vagina	Tongue_dorsum	Intertype	#18cde4	#ff0000	#cccccc	1.0	3.0	#2c7ef7	#feb562
Fusobacteriales	615	Fusobacteriales	Sphingomonadales	4.0	33	24	Tongue_dorsum	Mid_vagina	Intertype	#ff0000	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	616	Sphingomonadales	Geodermatophilales	1.0	24	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Geodermatophilales	617	Geodermatophilales	Sphingomonadales	1.0	1	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	618	Sphingomonadales	Hydrogenophilales	1.0	24	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Hydrogenophilales	619	Hydrogenophilales	Sphingomonadales	1.0	1	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	620	Sphingomonadales	Lactobacillales	5.0	24	61	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	1.0	3.0	#2c7ef7	#feb562
Lactobacillales	621	Lactobacillales	Sphingomonadales	5.0	61	24	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	3.0	0.0	#7effb5	#8000ff
Sphingomonadales	622	Sphingomonadales	Micrococcales	2.0	24	42	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Micrococcales	623	Micrococcales	Sphingomonadales	2.0	42	24	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Sphingomonadales	624	Sphingomonadales	Mycoplasmatales	2.0	24	17	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc	1.0	3.0	#2c7ef7	#feb562
Mycoplasmatales	625	Mycoplasmatales	Sphingomonadales	2.0	17	24	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc	4.0	0.0	#d4dd80	#8000ff
Sphingomonadales	626	Sphingomonadales	Neisseriales	2.0	24	36	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	1.0	3.0	#2c7ef7	#feb562
Neisseriales	627	Neisseriales	Sphingomonadales	2.0	36	24	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	628	Sphingomonadales	Pasteurellales	4.0	24	41	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Pasteurellales	629	Pasteurellales	Sphingomonadales	4.0	41	24	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	5.0	0.0	#ff8143	#8000ff
Sphingomonadales	630	Sphingomonadales	Pleurocapsales	1.0	24	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Pleurocapsales	631	Pleurocapsales	Sphingomonadales	1.0	1	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	632	Sphingomonadales	Propionibacteriales	1.0	24	40	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Propionibacteriales	633	Propionibacteriales	Sphingomonadales	1.0	40	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	3.0	#2c7ef7	#feb562
Sphingomonadales	634	Sphingomonadales	Rhizobiales	1.0	24	9	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Rhizobiales	635	Rhizobiales	Sphingomonadales	1.0	9	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	636	Sphingomonadales	Rhodobacterales	1.0	24	7	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Rhodobacterales	637	Rhodobacterales	Sphingomonadales	1.0	7	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	3.0	#2c7ef7	#feb562
Sphingomonadales	638	Sphingomonadales	Selenomonadales	1.0	24	29	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Selenomonadales	639	Selenomonadales	Sphingomonadales	1.0	29	24	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	640	Spirochaetales	Alteromonadales	1.0	33	8	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Alteromonadales	641	Alteromonadales	Spirochaetales	1.0	8	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	5.0	2.0	#ff8143	#7effb5
Spirochaetales	642	Spirochaetales	Bacteroidales	3.0	33	60	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	3.0	#d4dd80	#feb562
Bacteroidales	643	Bacteroidales	Spirochaetales	3.0	60	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Spirochaetales	644	Spirochaetales	Burkholderiales	2.0	33	54	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	3.0	#d4dd80	#feb562
Burkholderiales	645	Burkholderiales	Spirochaetales	2.0	54	33	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	6.0	1.0	#ff0000	#01b3ec
Spirochaetales	646	Spirochaetales	Campylobacterales	1.0	33	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	3.0	#d4dd80	#feb562
Campylobacterales	647	Campylobacterales	Spirochaetales	1.0	37	33	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	648	Spirochaetales	Cardiobacteriales	1.0	33	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Cardiobacteriales	649	Cardiobacteriales	Spirochaetales	1.0	20	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	650	Spirochaetales	Clostridiales	1.0	33	58	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	3.0	#d4dd80	#feb562
Clostridiales	651	Clostridiales	Spirochaetales	1.0	58	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Spirochaetales	652	Spirochaetales	Corynebacteriales	1.0	33	43	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	3.0	#d4dd80	#feb562
Corynebacteriales	653	Corynebacteriales	Spirochaetales	1.0	43	33	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	654	Spirochaetales	Eggerthellales	4.0	33	19	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	3.0	#d4dd80	#feb562
Eggerthellales	655	Eggerthellales	Spirochaetales	4.0	19	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Spirochaetales	656	Spirochaetales	Fusobacteriales	1.0	33	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	4.0	3.0	#d4dd80	#feb562
Fusobacteriales	657	Fusobacteriales	Spirochaetales	1.0	33	33	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	658	Spirochaetales	Micrococcales	4.0	33	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	3.0	#d4dd80	#feb562
Micrococcales	659	Micrococcales	Spirochaetales	4.0	42	33	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Spirochaetales	660	Spirochaetales	Mycoplasmatales	3.0	33	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Mycoplasmatales	661	Mycoplasmatales	Spirochaetales	3.0	17	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	0.0	#d4dd80	#8000ff
Spirochaetales	662	Spirochaetales	Neisseriales	4.0	33	36	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	3.0	#d4dd80	#feb562
Neisseriales	663	Neisseriales	Spirochaetales	4.0	36	33	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	664	Spirochaetales	Propionibacteriales	5.0	33	40	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	4.0	3.0	#d4dd80	#feb562
Propionibacteriales	665	Propionibacteriales	Spirochaetales	5.0	40	33	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	1.0	3.0	#2c7ef7	#feb562
Spirochaetales	666	Spirochaetales	Rhodocyclales	1.0	33	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	3.0	#d4dd80	#feb562
Rhodocyclales	667	Rhodocyclales	Spirochaetales	1.0	3	33	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	668	Spirochaetales	Selenomonadales	1.0	33	29	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	3.0	#d4dd80	#feb562
Selenomonadales	669	Selenomonadales	Spirochaetales	1.0	29	33	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Streptomycetales	670	Streptomycetales	Chroococcales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	4.0	#8000ff	#ff0000
Chroococcales	671	Chroococcales	Streptomycetales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	4.0	#8000ff	#ff0000
Synergistales	672	Synergistales	Mycoplasmatales	1.0	1	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Mycoplasmatales	673	Mycoplasmatales	Synergistales	1.0	17	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	0.0	#d4dd80	#8000ff
Synergistales	674	Synergistales	Spirochaetales	1.0	1	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Spirochaetales	675	Spirochaetales	Synergistales	1.0	33	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	3.0	#d4dd80	#feb562
Thiotrichales	676	Thiotrichales	Alteromonadales	2.0	2	8	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5.0	2.0	#ff8143	#7effb5
Alteromonadales	677	Alteromonadales	Thiotrichales	2.0	8	2	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5.0	2.0	#ff8143	#7effb5
Thiotrichales	678	Thiotrichales	Pasteurellales	2.0	2	41	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	2.0	#ff8143	#7effb5
Pasteurellales	679	Pasteurellales	Thiotrichales	2.0	41	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	0.0	#ff8143	#8000ff
Tissierellales	680	Tissierellales	Bacillales	1.0	46	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacillales	681	Bacillales	Tissierellales	1.0	53	46	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Tissierellales	682	Tissierellales	Corynebacteriales	1.0	46	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Corynebacteriales	683	Corynebacteriales	Tissierellales	1.0	43	46	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Tissierellales	684	Tissierellales	Enterobacteriales	1.0	46	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Enterobacteriales	685	Enterobacteriales	Tissierellales	1.0	27	46	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Tissierellales	686	Tissierellales	Rhodobacterales	1.0	46	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Rhodobacterales	687	Rhodobacterales	Tissierellales	1.0	7	46	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Veillonellales	688	Veillonellales	Acidaminococcales	1.0	55	7	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Acidaminococcales	689	Acidaminococcales	Veillonellales	1.0	7	55	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	690	Veillonellales	Actinomycetales	4.0	55	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	691	Actinomycetales	Veillonellales	4.0	44	55	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	692	Veillonellales	Bacillales	4.0	55	53	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	693	Bacillales	Veillonellales	4.0	53	55	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	694	Veillonellales	Bacteroidales	7.0	55	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	695	Bacteroidales	Veillonellales	7.0	60	55	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	696	Veillonellales	Burkholderiales	3.0	55	54	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	697	Burkholderiales	Veillonellales	3.0	54	55	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	6.0	1.0	#ff0000	#01b3ec
Veillonellales	698	Veillonellales	Campylobacterales	5.0	55	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	699	Campylobacterales	Veillonellales	5.0	37	55	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	700	Veillonellales	Cardiobacteriales	2.0	55	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	701	Cardiobacteriales	Veillonellales	2.0	20	55	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	702	Veillonellales	Clostridiales	1.0	55	58	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Clostridiales	703	Clostridiales	Veillonellales	1.0	58	55	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	704	Veillonellales	Corynebacteriales	2.0	55	43	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	705	Corynebacteriales	Veillonellales	2.0	43	55	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	706	Veillonellales	Cytophagales	2.0	55	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cytophagales	707	Cytophagales	Veillonellales	2.0	9	55	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	2.0	0.0	#2adddd	#8000ff
Veillonellales	708	Veillonellales	Eggerthellales	7.0	55	19	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	709	Eggerthellales	Veillonellales	7.0	19	55	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	710	Veillonellales	Erysipelotrichales	1.0	55	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Erysipelotrichales	711	Erysipelotrichales	Veillonellales	1.0	41	55	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	712	Veillonellales	Flavobacteriales	3.0	55	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	713	Flavobacteriales	Veillonellales	3.0	35	55	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	714	Veillonellales	Fusobacteriales	8.0	55	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	715	Fusobacteriales	Veillonellales	8.0	33	55	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	716	Veillonellales	Lactobacillales	6.0	55	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	717	Lactobacillales	Veillonellales	6.0	61	55	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	3.0	0.0	#7effb5	#8000ff
Veillonellales	718	Veillonellales	Micrococcales	5.0	55	42	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	719	Micrococcales	Veillonellales	5.0	42	55	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	720	Veillonellales	Neisseriales	7.0	55	36	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	721	Neisseriales	Veillonellales	7.0	36	55	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	722	Veillonellales	Oceanospirillales	2.0	55	2	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Oceanospirillales	723	Oceanospirillales	Veillonellales	2.0	2	55	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	724	Veillonellales	Pasteurellales	1.0	55	41	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	725	Pasteurellales	Veillonellales	1.0	41	55	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	5.0	0.0	#ff8143	#8000ff
Veillonellales	726	Veillonellales	Propionibacteriales	2.0	55	40	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	727	Propionibacteriales	Veillonellales	2.0	40	55	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Veillonellales	728	Veillonellales	Rhizobiales	2.0	55	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhizobiales	729	Rhizobiales	Veillonellales	2.0	9	55	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	2.0	3.0	#2adddd	#feb562
