TAXA	Abiotrophia	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Agarivorans	Aggregatibacter	Alistipes	Alloprevotella	Alloscardovia	Anaerococcus	Anaeroglobus	Anaerostipes	Arcanobacterium	Atopobium	Avibacterium	Bacteroides	Barnesiella	Basfia	Bergeyella	Bifidobacterium	Blautia	Bulleidia	Burkholderia	Butyricimonas	Butyrivibrio	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Catonella	Cellulomonas	Centipeda	Chlamydia	Chryseobacterium	Clostridium	Collinsella	Conchiformibius	Coprobacillus	Corynebacterium	Dialister	Eggerthella	Eggerthia	Eikenella	Enterococcus	Escherichia	Eubacterium	Faecalibacterium	Filifactor	Flavobacterium	Fusobacterium	Gallibacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Gulbenkiania	Haemophilus	Helcobacillus	Helicobacter	Histophilus	Holdemanella	Isoptericola	Johnsonella	Kingella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Leucobacter	Mannheimia	Megasphaera	Methylibium	Microbacterium	Mitsuokella	Mobiluncus	Mogibacterium	Moraxella	Moritella	Morococcus	Mycobacterium	Mycoplasma	Necropsobacter	Neisseria	Nitrospira	Odoribacter	Olsenella	Oribacterium	Ottowia	Parabacteroides	Paracoccus	Paraprevotella	Parvimonas	Pasteurella	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Porphyrobacter	Porphyromonas	Prevotella	Propionibacterium	Propionimicrobium	Pseudomonas	Psychrobacter	Riemerella	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Sanguibacter	Scardovia	Sebaldella	Selenomonas	Shuttleworthia	Simonsiella	Slackia	Solobacterium	Staphylococcus	Stomatobaculum	Streptococcus	Sutterella	Tannerella	Treponema	Trueperella	Varibaculum	Veillonella	Vibrio	Vitreoscilla	Xylanimonas	Yersinia
Lachnoclostridium	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	12.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	32.0	15.0	0.0	0.0	36.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	11.0	16.0	0.0	38.0	0.0	0.0	12.0	0.0	1.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	13.0	0.0	21.0	0.0	23.0	0.0	16.0	38.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	25.0	0.0	0.0	10.0	0.0
Lactobacillus	0.0	0.0	0.0	43.0	12.0	54.0	0.0	58.0	17.0	39.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	46.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	66.0	26.0	0.0	76.0	70.0	0.0	16.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	13.0	0.0	0.0	24.0	0.0	31.0	0.0	49.0	0.0	20.0	75.0	0.0	62.0	0.0	56.0	0.0	0.0	0.0	0.0	72.0	53.0	49.0	0.0	86.0	64.0	0.0	0.0	13.0	0.0	64.0	0.0	20.0	39.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	21.0	0.0	39.0	0.0	42.0	0.0	5.0	0.0	74.0	0.0	0.0	0.0	32.0	45.0	83.0	0.0	69.0	63.0	7.0	28.0	26.0	12.0	0.0	8.0	0.0	0.0	0.0	55.0	0.0	0.0	78.0	0.0	0.0	24.0	0.0	0.0	0.0	65.0	42.0	79.0	84.0	0.0	18.0	40.0	65.0	5.0	0.0	0.0	0.0	85.0	0.0
Lactococcus	0.0	0.0	4.0	14.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	22.0	19.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	14.0	0.0	0.0	0.0	0.0	21.0	0.0	21.0	0.0	13.0	0.0	0.0	0.0	0.0	14.0	12.0	15.0	0.0	18.0	22.0	0.0	13.0	0.0	0.0	20.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	4.0	0.0	20.0	0.0	15.0	18.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	22.0	23.0	0.0	0.0	11.0	16.0	0.0	0.0	0.0	0.0	12.0	0.0
Lautropia	4.0	2.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Leptotrichia	15.0	0.0	0.0	48.0	0.0	75.0	0.0	74.0	17.0	40.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	43.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	9.0	96.0	49.0	0.0	120.0	84.0	13.0	16.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	21.0	0.0	0.0	23.0	10.0	51.0	0.0	73.0	0.0	15.0	91.0	0.0	88.0	0.0	73.0	0.0	0.0	0.0	0.0	99.0	51.0	48.0	0.0	103.0	111.0	25.0	64.0	20.0	10.0	0.0	20.0	20.0	58.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	27.0	10.0	37.0	0.0	61.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	37.0	59.0	96.0	13.0	76.0	94.0	14.0	56.0	53.0	11.0	3.0	0.0	0.0	0.0	0.0	77.0	0.0	24.0	112.0	0.0	0.0	48.0	0.0	0.0	0.0	105.0	33.0	90.0	123.0	0.0	12.0	61.0	95.0	15.0	28.0	0.0	0.0	93.0	0.0
Leucobacter	0.0	0.0	0.0	12.0	0.0	19.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	20.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	11.0	0.0	0.0	15.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	19.0	18.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	9.0	0.0	16.0	0.0	14.0	9.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0	16.0	20.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	21.0	0.0
Mannheimia	0.0	0.0	0.0	20.0	4.0	28.0	0.0	28.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	12.0	0.0	26.0	19.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	3.0	0.0	24.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	16.0	0.0	18.0	17.0	0.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	14.0	0.0	17.0	0.0	14.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	11.0	19.0	19.0	0.0	18.0	26.0	0.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	22.0	24.0	0.0	0.0	15.0	15.0	0.0	0.0	0.0	0.0	24.0	0.0
Megasphaera	0.0	0.0	0.0	24.0	0.0	63.0	0.0	41.0	15.0	27.0	0.0	0.0	0.0	0.0	10.0	90.0	0.0	26.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	88.0	29.0	0.0	71.0	58.0	29.0	11.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	24.0	0.0	41.0	0.0	12.0	69.0	0.0	51.0	0.0	52.0	0.0	0.0	0.0	0.0	63.0	24.0	37.0	0.0	71.0	79.0	17.0	39.0	17.0	0.0	58.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	12.0	0.0	17.0	0.0	27.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	21.0	28.0	60.0	0.0	52.0	56.0	3.0	21.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	11.0	77.0	1.0	2.0	24.0	0.0	3.0	0.0	57.0	18.0	82.0	66.0	0.0	14.0	41.0	53.0	15.0	19.0	0.0	0.0	79.0	0.0
Methylibium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microbacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitsuokella	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mobiluncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Mogibacterium	0.0	0.0	0.0	20.0	0.0	44.0	0.0	34.0	14.0	32.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	23.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	8.0	68.0	16.0	0.0	80.0	51.0	3.0	18.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	30.0	0.0	44.0	0.0	23.0	68.0	0.0	51.0	0.0	50.0	0.0	0.0	0.0	0.0	66.0	51.0	19.0	0.0	85.0	62.0	0.0	57.0	13.0	0.0	65.0	0.0	13.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	32.0	0.0	33.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	14.0	24.0	67.0	0.0	53.0	45.0	5.0	26.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	6.0	76.0	0.0	0.0	32.0	0.0	0.0	0.0	78.0	27.0	73.0	83.0	0.0	9.0	23.0	67.0	22.0	0.0	0.0	0.0	83.0	0.0
Moraxella	4.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0
Moritella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Morococcus	0.0	0.0	0.0	15.0	0.0	24.0	0.0	21.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	23.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	23.0	0.0	21.0	0.0	14.0	0.0	0.0	0.0	0.0	15.0	25.0	17.0	0.0	28.0	27.0	0.0	21.0	0.0	0.0	27.0	0.0	14.0	12.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	18.0	0.0	28.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	10.0	14.0	22.0	0.0	25.0	24.0	0.0	20.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	15.0	28.0	33.0	0.0	0.0	15.0	27.0	10.0	0.0	0.0	0.0	29.0	0.0
Mycobacterium	0.0	0.0	0.0	0.0	0.0	11.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	9.0	29.0	0.0	50.0	0.0	34.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	33.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	42.0	13.0	0.0	46.0	46.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	28.0	0.0	28.0	0.0	0.0	45.0	0.0	30.0	0.0	22.0	0.0	0.0	0.0	0.0	30.0	37.0	22.0	0.0	52.0	39.0	0.0	39.0	11.0	0.0	37.0	0.0	17.0	17.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	18.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	21.0	27.0	44.0	0.0	33.0	46.0	7.0	17.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	4.0	45.0	0.0	0.0	15.0	0.0	0.0	0.0	52.0	18.0	54.0	52.0	0.0	11.0	42.0	39.0	6.0	13.0	0.0	0.0	53.0	0.0
Necropsobacter	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Neisseria	0.0	0.0	10.0	33.0	0.0	53.0	0.0	50.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	26.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	65.0	25.0	0.0	63.0	48.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	28.0	8.0	0.0	60.0	0.0	54.0	0.0	49.0	0.0	0.0	0.0	0.0	47.0	29.0	38.0	0.0	56.0	56.0	0.0	42.0	0.0	0.0	61.0	0.0	14.0	27.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	28.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	24.0	34.0	73.0	0.0	66.0	53.0	17.0	35.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	59.0	0.0	0.0	16.0	0.0	0.0	0.0	62.0	19.0	59.0	75.0	0.0	4.0	26.0	48.0	9.0	5.0	0.0	0.0	63.0	0.0
Nitrospira	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Odoribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0
