"LEVEL" "TAXA" "Anterior_nares_SRR060438" "Anterior_nares_SRR061303" "Anterior_nares_SRR061901" "Anterior_nares_SRR062087" "Anterior_nares_SRR062105" "Anterior_nares_SRR062284" "Anterior_nares_SRR353621" "Attached_SRR062379" "Attached_SRR062432" "Buccal_mucosa_SRR060400" "Buccal_mucosa_SRR061287" "Buccal_mucosa_SRR061357" "Buccal_mucosa_SRR061467" "Buccal_mucosa_SRR062031" "Buccal_mucosa_SRR062039" "Buccal_mucosa_SRR062040" "Buccal_mucosa_SRR063485" "Mid_vagina_SRR062301" "Posterior_fornix_SRR059453" "Posterior_fornix_SRR060412" "Posterior_fornix_SRR061272" "Posterior_fornix_SRR061308" "Posterior_fornix_SRR062046" "Posterior_fornix_SRR062073" "Posterior_fornix_SRR062365" "Posterior_fornix_SRR062534" "Posterior_fornix_SRR063487" "Saliva_SRR062371" "Stool_SRR059367" "Stool_SRR059413" "Stool_SRR059420" "Stool_SRR059854" "Stool_SRR059855" "Stool_SRR060370" "Stool_SRR060371" "Stool_SRR060375" "Stool_SRR060410" "Stool_SRR060443" "Stool_SRR061137" "Stool_SRR061138" "Stool_SRR061231" "Stool_SRR063587" "Stool_SRR346668" "Stool_SRR346703" "Subgingival_plaque_SRR062403" "Subgingival_plaque_SRR346694" "Supragingival_plaque_SRR059815" "Supragingival_plaque_SRR059867" "Supragingival_plaque_SRR059919" "Supragingival_plaque_SRR061365" "Supragingival_plaque_SRR061911" "Supragingival_plaque_SRR062014" "Supragingival_plaque_SRR062052" "Supragingival_plaque_SRR062055" "Throat_SRR062367" "Throat_SRR062368" "Tongue_dorsum_SRR059848" "Tongue_dorsum_SRR059928" "Tongue_dorsum_SRR062053" "Tongue_dorsum_SRR062283" "Tongue_dorsum_SRR062419"
"genus" "Herbaspirillum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0015 0 0 1e-04 0.0033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Herbinix" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Herminiimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Hippea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Histophilus" 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0
"genus" "Holdemanella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 1e-04 1e-04 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Holdemania" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0011 0 6e-04 6e-04 2e-04 2e-04 2e-04 1e-04 1e-04 0.0011 0.0027 6e-04 5e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Holophaga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Hungatella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 2e-04 2e-04 2e-04 1e-04 1e-04 4e-04 1e-04 2e-04 2e-04 6e-04 3e-04 1e-04 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Hylemonella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Hymenobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Hyphomonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Ideonella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Idiomarina" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Ilyobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Imtechella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Indibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Intestinibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Intestinimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3e-04 0.0036 0 0.0014 0.0014 0.0035 0.0036 0.0021 0.0012 0.0013 0.002 0.002 9e-04 5e-04 0.0034 0.0035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Intrasporangium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Isoptericola" 0 0 0 0 0 0 0 0 0 2e-04 2e-04 0 4e-04 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 4e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4e-04 0 4e-04 4e-04 6e-04 8e-04 2e-04
"genus" "Janibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0
"genus" "Jannaschia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Janthinobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Jejuia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Jeotgalibacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Jeotgalicoccus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Johnsonella" 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0.003 0 6e-04 1e-04 0 0 0.0031 0.0012 0 0.0012 0 2e-04 0 0 2e-04 1e-04 1e-04
"genus" "Jonesia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Jonquetella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Joostella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kallipyga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kandleria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kangiella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kiloniella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kineosphaera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kingella" 0 9e-04 1e-04 0 1e-04 4e-04 0 0.0028 0.0029 0.0075 0.0028 2e-04 0.0012 0.0012 5e-04 6e-04 0.008 0 0 0 0 0 0 0 0 0 0 0.0011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0032 4e-04 0.0065 0.0031 0.0268 0.0241 0.006 0.0026 0.0425 0.0026 0.0016 3e-04 1e-04 1e-04 2e-04 0 0
"genus" "Klebsiella" 0.0062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kluyvera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kocuria" 0 3e-04 1e-04 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kordia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kosmotoga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kozakia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kyrpidia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Kytococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 2e-04 0 0 0 1e-04 0 0 0 3e-04 0 1e-04 2e-04 1e-04 5e-04 2e-04
"genus" "Labrenzia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lachnoanaerobaculum" 0 0 0 0 0 0 0 2e-04 2e-04 0.0018 5e-04 7e-04 0.0039 0.0038 3e-04 2e-04 0.0018 0 0 0 0 0 0 0 0 0 0 0.003 0 0 0 0 0 0 0 0 1e-04 1e-04 1e-04 1e-04 1e-04 0 0 0 1e-04 3e-04 0.0032 0.0017 0.0013 0 4e-04 3e-04 0 3e-04 0.0041 8e-04 0.0075 0.0039 0.002 0.0075 0.0085
"genus" "Lachnobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lachnoclostridium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0018 0.0036 0.0023 0.0011 0.0011 3e-04 3e-04 0.0012 4e-04 0.0018 0.0025 0.0026 0.0022 5e-04 0.0036 0.0037 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0
"genus" "Lachnospira" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 2e-04 3e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lacinutrix" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lacticigenium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lactobacillus" 0 0.0028 0 0 0 0 0.0306 1e-04 1e-04 0 0 0 6e-04 1e-04 1e-04 1e-04 1e-04 0.9576 0.9995 0.8706 0.9148 0.939 0.0194 0.9985 0.8216 0.9942 0.9943 9e-04 0 1e-04 0 0 0 0 0 0 0 1e-04 2e-04 5e-04 1e-04 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 1e-04 0 1e-04 0 1e-04 1e-04 0
"genus" "Lactococcus" 0.0019 0.0045 1e-04 0 0 0 0 0 0 2e-04 0 1e-04 0 0 1e-04 1e-04 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 1e-04 1e-04 4e-04 3e-04 0.0044 0 0 0 0 0 0 0 0 0 0 0 0 0 4e-04 0 0 0 1e-04 0 0
"genus" "Laribacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lautropia" 0.0016 0 3e-04 0.004 5e-04 0 0.0051 2e-04 2e-04 0.0099 0.0056 0.2436 0.0145 0.0788 9e-04 9e-04 0.0117 0 0 0 0 0 0 0 0 0 0 0.0039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0098 0.0102 0.0474 0.0201 0.0612 0.0421 0.0272 0.1521 0.0112 0.1645 0.0012 5e-04 5e-04 1e-04 0.0018 0 3e-04
"genus" "Lawsonella" 0.0167 0.0724 0.0018 0.0642 0.0022 0.0021 0.0195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leadbetterella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leeia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leeuwenhoekiella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Legionella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leifsonia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lelliottia" 0 0 0 0.0055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lentzea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leptolyngbya" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leptonema" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leptospira" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leptospirillum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leptotrichia" 0 0 1e-04 0 0 0 0.0028 0.0011 0.0011 0.005 0.0061 0.0024 0.0035 0.0139 0.0012 0.001 0.0051 0 0 0 0 0 0 0 0 0 0 0.0062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0018 0.0027 0.0212 0.0368 0.0034 2e-04 0.0187 0.0232 0.0087 0.0208 0.0087 0.0023 0.0089 0.0074 0.0051 0.0172 0.0274
"genus" "Leucobacter" 0 0.0014 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Leuconostoc" 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8e-04 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Levyella" 0 2e-04 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lewinella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Limnohabitans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Listeria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lunatimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Luteibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lysinibacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Lysobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Mageeibacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Mahella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Mangrovimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Mannheimia" 0 0 0 0 0 0 0 1e-04 1e-04 1e-04 2e-04 2e-04 0 1e-04 4e-04 4e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 0
"genus" "Maribacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Marinifilum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Marinilabilia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Mariniradius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Marinobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"genus" "Marinobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
