TAXA	[Clostridium] leptum	[Eubacterium] siraeum	Abiotrophia defectiva	Acidovorax caeni	Acidovorax temperans	Acinetobacter baumannii	Acinetobacter johnsonii	Acinetobacter junii	Acinetobacter lwoffii	Acinetobacter sp. MDS7A	Acinetobacter towneri	Actinobaculum sp. oral taxon 183	Actinomyces dentalis	Actinomyces naeslundii	Actinomyces odontolyticus	Actinomyces oris	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 414	Actinomyces viscosus	Aerococcus viridans	Afipia birgiae	Aggregatibacter actinomycetemcomitans	Aggregatibacter aphrophilus	Akkermansia muciniphila	Alistipes onderdonkii	Alistipes shahii	Aliterella atlantica	Alloprevotella tannerae	alpha proteobacterium LLX12A	Anaerococcus prevotii	Anaerococcus provenciensis	Arcanobacterium sp. S3PF19	Atopobacter phocae	Aureimonas altamirensis	Azohydromonas australica	Bacillus cereus	Bacillus thermoamylovorans	Bacteroides caccae	Bacteroides coprocola	Bacteroides faecis	Bacteroides finegoldii	Bacteroides intestinalis	Bacteroides ovatus	Bacteroides stercoris	Bacteroides uniformis	Bacteroides vulgatus	Barnesiella intestinihominis	Bifidobacterium adolescentis	Bifidobacterium bifidum	Blautia obeum	Brevundimonas diminuta	Calothrix sp. PCC 7103	Campylobacter concisus	Campylobacter showae	Campylobacter ureolyticus	Candidatus Saccharibacteria oral taxon TM7x	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 329	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. oral taxon 338	Capnocytophaga sputigena	Clostridium sp. L2-50	Coprococcus comes	Corynebacterium ammoniagenes	Corynebacterium aurimucosum	Corynebacterium camporealensis	Corynebacterium casei	Corynebacterium diphtheriae	Corynebacterium genitalium	Corynebacterium jeikeium	Corynebacterium kroppenstedtii	Corynebacterium massiliense	Corynebacterium matruchotii	Corynebacterium propinquum	Corynebacterium pseudodiphtheriticum	Corynebacterium pseudogenitalium	Corynebacterium renale	Corynebacterium sp. GD7	Corynebacterium sp. KPL1824	Corynebacterium tuberculostearicum	Crocosphaera watsonii	Delftia sp. Cs1-4	Dialister invisus	Dolosigranulum pigrum	Enhydrobacter aerosaccus	Enterobacter aerogenes	Escherichia coli	Eubacterium sp. 3_1_31	Exiguobacterium marinum	Facklamia hominis	Gemella sanguinis	Granulicatella adiacens	Granulicatella elegans	Gulbenkiania mobilis	Haemophilus influenzae	Haemophilus parahaemolyticus	Haemophilus sputorum	Helicobacter suis	Kingella kingae	Kingella oralis	Klebsiella oxytoca	Kocuria kristinae	Kocuria rhizophila	Lactobacillus acidophilus	Lactobacillus brevis	Lactobacillus crispatus	Lactobacillus fermentum	Lactobacillus plantarum	Lactobacillus reuteri	Lactococcus lactis	Lautropia mirabilis	Lelliottia amnigena	Leptotrichia buccalis	Leucobacter sp. CBX151	Levyella massiliensis	Methylobacterium aquaticum	Micrococcus luteus	Modestobacter caceresii	Moraxella boevrei	Moraxella bovoculi	Moraxella macacae	Mycobacterium immunogenum	Mycobacterium iranicum	Neisseria meningitidis	Neisseria mucosa	Neisseria sicca	Odoribacter splanchnicus	Oribacterium sinus	Oribacterium sp. oral taxon 078	Oscillospiraceae bacterium VE202-24	Paenibacillus sophorae	Parabacteroides merdae	Paracoccus yeei	Pedobacter agri	Peptoniphilus harei	Peptoniphilus lacrimalis	Photobacterium iliopiscarium	Porphyromonas bennonis	Porphyromonas catoniae	Porphyromonas endodontalis	Prevotella amnii	Prevotella buccalis	Prevotella corporis	Prevotella histicola	Prevotella loescheii	Prevotella multiformis	Prevotella nigrescens	Prevotella oris	Prevotella oulorum	Prevotella pallens	Prevotella pleuritidis	Prevotella salivae	Prevotella sp. C561	Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 473	Prevotella timonensis	Propionibacterium acnes	Propionibacterium avidum	Propionibacterium sp. HGH0353	Pseudomonas fluorescens	Pseudomonas stutzeri	Psychrobacter lutiphocae	Psychrobacter sp. 1501(2011)	Risungbinella massiliensis	Roseburia faecis	Roseburia intestinalis	Roseburia inulinivorans	Rothia dentocariosa	Ruminococcus bicirculans	Ruminococcus sp. 5_1_39BFAA	Shuttleworthia sp. MSX8B	Sphingobacterium sp. IITKGP-BTPF85	Sphingobium yanoikuyae	Sphingomonas sp. Ag1	Staphylococcus auricularis	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus haemolyticus	Staphylococcus pasteuri	Stenotrophomonas maltophilia	Stomatobaculum longum	Streptococcus anginosus	Streptococcus equi	Streptococcus intermedius	Streptococcus macedonicus	Streptococcus mitis	Streptococcus oralis	Streptococcus parasanguinis	Streptococcus pneumoniae	Streptococcus pseudopneumoniae	Streptococcus salivarius	Streptococcus sp. 263_SSPC	Streptococcus suis	Streptococcus vestibularis	Streptomyces sp. MUSC119T	Tepidiphilus thermophilus	Veillonella dispar	Veillonella parvula	Vibrio vulnificus	Xanthomonas campestris
Acinetobacter towneri	0.8980808415219064	0.0	0.0	0.0	0.0	0.9023325582812515	0.8961972636674365	0.9171981517745635	0.9023325582812516	0.9023325582812516	0.0	0.0	0.0	0.8694063971699557	0.9023325582812516	0.8229117775842261	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.9837994363629103	0.0	0.0	0.9023325582812519	0.0	0.9023325582812515	0.0	0.0	0.0	0.0	0.0	0.9023325582812515	0.0	0.9023325582812519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989500364591858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.9023325582812516	0.9023325582812516	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.9023325582812515	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9862563024183307	0.9023325582812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8946277256021293	0.0	0.0	0.0	0.0	0.0	0.0	0.9659606567727664	0.9023325582812516	0.0	0.0	0.0	0.9023325582812515	0.0	0.0	0.0	0.9702816542615462	0.0	0.0	0.0	0.0	0.0	0.0	0.9023325582812516	0.0	0.8875380369303465	0.9023325582812519	0.9164429580485491
Actinobaculum sp. oral taxon 183	0.0	0.0	0.0	0.0	0.9334687221879232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9126521239046115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9731563639500524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.880704845927979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444442	0.0	0.0	0.0	0.0	0.0	0.0	0.880704845927979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.968474709226497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces naeslundii	0.0	0.0	0.0	0.0	0.0	0.9817025841567105	0.0	0.0	0.9817025841567106	0.9817025841567106	0.8694063971699557	0.0	0.0	0.0	0.9817025841567106	0.8687757632809227	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567109	0.0	0.9817025841567105	0.0	0.0	0.0	0.0	0.0	0.9817025841567105	0.0	0.9817025841567109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8894538008549612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.9817025841567106	0.9817025841567106	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.9817025841567105	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.8541861064142791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9330498789962568	0.9817025841567106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770148683486564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.0	0.9817025841567105	0.0	0.0	0.0	0.954278560802073	0.0	0.0	0.0	0.0	0.0	0.0	0.9817025841567106	0.0	0.0	0.9817025841567109	0.0
Actinomyces odontolyticus	0.9991729401835809	0.0	0.0	0.0	0.0	0.9999999999999997	0.9984749778712734	0.9993578275563589	0.9999999999999998	0.9999999999999998	0.9023325582812516	0.0	0.0	0.9817025841567106	0.0	0.9056241156018812	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.8141736840986621	0.0	0.0	1.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9993144982791333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997396908591949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9211323729436767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.9611488104742164	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.8800044460700784	0.0	0.0	0.0	0.0	0.9977979777611967	0.0	0.0	0.0	0.0	0.0	0.0	0.8141711836893841	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.9964037900472441	1.0	0.999423809270582
Actinomyces oris	0.0	0.0	0.0	0.0	0.0	0.9056241156018809	0.0	0.0	0.9056241156018812	0.9056241156018812	0.8229117775842261	0.0	0.0	0.8687757632809227	0.9056241156018812	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018814	0.0	0.9056241156018809	0.0	0.0	0.0	0.0	0.0	0.9056241156018809	0.0	0.9056241156018814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8393810551372638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.9056241156018812	0.9056241156018812	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.9056241156018809	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8741138324624872	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.0	0.9056241156018809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9056241156018812	0.0	0.0	0.9056241156018814	0.0
Actinomyces sp. oral taxon 171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553963	0.9124520849553965	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.9672326108911511	0.9124520849553963	0.9124520849553965	0.0	0.0	0.0	0.9124520849553963	0.0	0.0	0.0	0.0	0.9891355894827849	0.0	0.0	0.0	0.0	0.0	0.0	0.9000596242767823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9600043423818615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124520849553965	0.0	0.0	0.0	0.0	0.0	0.9279385418450923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 175	0.0	0.9798191986792544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792544	0.0	0.0	0.9798191986792545	0.9798191986792544	0.0	0.0	0.9798191986792546	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792545	0.0	0.9798191986792546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9959457727193591	0.0	0.0	0.0	0.9798191986792546	0.0	0.9798191986792545	0.0	0.0	0.9798191986792546	0.0	0.0	0.9798191986792546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	0.0	0.0	0.9798191986792544	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	0.9798191986792546	0.0	0.9798191986792546	0.0	0.0	0.9798191986792545	0.8778086039709794	0.0	0.0	0.9798191986792546	0.8685340117536704	0.0	0.0	0.0	0.9798191986792544	0.0	0.0	0.0	0.9798191986792545	0.9798191986792546	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	0.9576105229127633	0.9798191986792546	0.9798191986792544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792544	0.0	0.0	0.9798191986792545	0.0	0.9798191986792544	0.0	0.9863572050902013	0.0	0.0	0.0	0.0	0.0	0.0	0.9122454608393058	0.0	0.0	0.0	0.9798191986792546	0.0	0.9798191986792544	0.9798191986792544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792545	0.9798191986792546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	0.9798191986792546	0.0	0.9798191986792545	0.9798191986792546	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.9798191986792544	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 414	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792544	0.0	0.0	0.0	1.0	0.9999999999999997	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.999708582246471	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993827645817988	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.9975172864691705	0.0	1.0	0.0	0.0	0.0	0.0	0.9996739148441162	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8660254037844386	0.0	0.0	1.0	0.9038769075777336	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	1.0	1.0	0.0	0.9046713344351337	0.0	0.0	0.0	1.0	0.8807048459279787	1.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	1.0	0.0	0.9999999999999997	0.0	0.9829463743659804	0.0	0.0	0.0	0.0	0.0	0.0	0.944444444444444	0.0	0.0	0.0	1.0	0.0	0.9999999999999997	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059888	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Actinomyces viscosus	0.9991729401835809	0.0	0.0	0.0	0.0	0.9999999999999997	0.9984749778712734	0.9993578275563589	0.9999999999999998	0.9999999999999998	0.9023325582812516	0.0	0.0	0.9817025841567106	0.9999999999999998	0.9056241156018812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8141736840986621	0.0	0.0	1.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9993144982791333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997396908591949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9211323729436767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.9611488104742164	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.8800044460700784	0.0	0.0	0.0	0.0	0.9977979777611967	0.0	0.0	0.0	0.0	0.0	0.0	0.8141711836893841	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.9964037900472441	1.0	0.999423809270582
Aerococcus viridans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9302605094190632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8606629658238703	0.0	0.0	0.0	0.0	1.0	0.0	0.9302605094190632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9472507897731408	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.815410091316803	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9302605094190632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Afipia birgiae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792545	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0000000000000002	0.0	0.9997085822464711	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938276458179881	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.0	1.0000000000000002	0.9975172864691706	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9996739148441169	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0	0.8660254037844387	0.0	0.0	1.0000000000000002	0.9038769075777338	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0000000000000002	0.0	0.9046713344351338	0.0	0.0	0.0	1.0000000000000002	0.8807048459279789	1.0000000000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.9829463743659805	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444442	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059889	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
