TAXA	Abiotrophia	Acetivibrio	Acetobacter	Achromobacter	Acidovorax	Acinetobacter	Actinobaculum	Actinomycetospora	Adlercreutzia	Aerococcus	Aeromonas	Aestuariimicrobium	Afipia	Aggregatibacter	Agrobacterium	Akkermansia	Alicycliphilus	Alistipes	Aliterella	Alkanindiges	Alloiococcus	Alloprevotella	Altererythrobacter	Aminiphilus	Anaerococcus	Anaeroglobus	Anaerostipes	Anaerotruncus	Aquabacterium	Arcanobacterium	Arcobacter	Arthrobacter	Atopobium	Aureimonas	Azohydromonas	Azospira	Bacillus	Bacteroides	Barnesiella	Belnapia	Bergeyella	Bifidobacterium	Bilophila	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricimonas	Butyrivibrio	Caldibacillus	Caloramator	Calothrix	Campylobacter	Candidatus Methylopumilus	Capnocytophaga	Carnobacterium	Casaltella	Catabacter	Catenibacterium	Catonella	Cellulomonas	Chlamydia	Chryseobacterium	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Crocosphaera	Cronobacter	Cryptobacterium	Curtobacterium	Dechloromonas	Defluviitalea	Deinococcus	Delftia	Dermacoccus	Desmospora	Desulfobulbus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Empedobacter	Enhydrobacter	Ensifer	Enterobacter	Enterococcus	Eremococcus	Erysipelatoclostridium	Eubacterium	Exiguobacterium	Facklamia	Faecalibacterium	Faecalitalea	Fenollaria	Fibrella	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Geobacillus	Gluconobacter	Gordonia	Gordonibacter	Granulicatella	Gulbenkiania	Haemophilus	Helcobacillus	Helcococcus	Helicobacter	Holdemanella	Holdemania	Hungatella	Hymenobacter	Hyphomicrobium	Idiomarina	Intestinimonas	Janibacter	Jeotgalicoccus	Johnsonella	Kandleria	Kingella	Klebsiella	Kluyvera	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Laribacter	Lautropia	Legionella	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Listeria	Macrococcus	Mageeibacillus	Marinilabilia	Marmoricola	Megasphaera	Methylocaldum	Microbacterium	Micrococcus	Microcoleus	Mobiluncus	Mogibacterium	Moraxella	Morococcus	Mycobacterium	Mycoplasma	Nakamurella	Neisseria	Nitrosomonas	Nocardioides	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillatoria	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Pantoea	Parabacteroides	Paraburkholderia	Paraprevotella	Parvimonas	Pasteurella	Pediococcus	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Prevotella	Propionicicella	Pseudoalteromonas	Pseudoclavibacter	Pseudoflavonifractor	Pseudomonas	Pseudonocardia	Pseudorhodoferax	Ralstonia	Rheinheimera	Rhodococcus	Riemerella	Roseburia	Roseomonas	Roseovarius	Rothia	Rouxiella	Ruminiclostridium	Ruminococcus	Salinicoccus	Sanguibacter	Scardovia	Selenomonas	Senegalimassilia	Shewanella	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Stenotrophomonas	Stigmatella	Streptococcus	Streptomyces	Subdoligranulum	Sutterella	Tannerella	Tepidiphilus	Tetrasphaera	Thermus	Tolumonas	Treponema	Trueperella	Turicella	Tyzzerella	Varibaculum	Variovorax	Veillonella	Verminephrobacter	Vibrio	Vogesella	Weissella	Williamsia	Xanthomonas	Xylanimonas
Aeromonas	0.0	0.0	0.8684054084656603	0.0	0.8861783539806407	0.0	0.9477219902868929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9644618349309472	0.0	0.0	0.8436036942513678	0.0	0.0	0.0	0.8453225290898322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8565673183842716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9473589928507903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9043376537760518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8521155894458454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8238619189810553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8854122107371543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9869531490411206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9442665414862619	0.8989940684368984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8075374064702512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611361980924625	0.0	0.9137748860021024	0.0	0.9121140153851215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8381114619894395	0.8796353314607247	0.0	0.0	0.0
Aestuariimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Afipia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8657427769450435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8321941556464117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8281095266565758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8416789664680664	0.0	0.0	0.0	0.0	0.0	0.0	0.9567739063100157	0.0	0.0	0.0	0.8398954755469863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.827964312015796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8398954755469863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8368414569184113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8887513771821318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aggregatibacter	0.9956682341637494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.0	0.8485924161056861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9556223288679514	0.9858363173738802	0.0	0.0	0.0	0.0	0.0	0.9979582893736278	0.0	0.0	0.8934890029621632	0.0	0.0	0.0	0.0	0.9981638804815556	0.0	0.0	0.0	0.0	0.0	0.0	0.951684486716515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.951684486716515	0.9865018644477626	0.0	0.9935522471388619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8910722356433599	0.0	0.0	0.0	0.0	0.0	0.9979582893736278	0.0	0.0	0.0	0.9258680742127183	0.0	0.9555453694615197	0.0	0.0	0.0	0.0	0.9420234800062655	0.0	0.9950997199045806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9978933885370728	0.0	0.8887412360772997	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9412137034623025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.9933114303087885	0.0	0.0	0.0	0.9677496575725676	0.0	0.0	0.0	0.0	0.0	0.906518499199721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9956857345684027	0.8756130093189126	0.9979582893736278	0.0	0.0	0.9831831163584358	0.0	0.9970635861561298	0.0	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9055475656999106	0.0	0.0	0.0	0.0	0.8359633290350396	0.9979582893736278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9693443390730494	0.0	0.0	0.0	0.9615715703987305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9956586563749549	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.951684486716515
Agrobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.812763991024364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.810696008306292	0.8670089650370083	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.9473165606597707	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0
Akkermansia	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.9983967689161688	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8833826973174534	0.0	0.0	0.0	0.8503018280689016	0.9983967689161688	0.9728892739125891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9959251092790571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.9979674566130576	0.0	0.9426074985613992	0.0	0.0	0.8961830469899108	0.9755010994108237	0.0	0.0	0.9952053311471075	0.9983967689161688	0.9254781850429629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9587599325187376	0.0	0.0	0.0	0.9939665741264166	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9933764575462707	0.9111322260974319	0.0	0.0	0.9267171520645799	0.9983967689161688	0.0	0.9983967689161688	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.868532689910685	0.0	0.0	0.0	0.0	0.0	0.8336271468032661	0.9982236010305955	0.9983967689161688	0.947423181897542	0.0	0.0	0.0	0.9115154857834946	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.973257963395377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9800062267368425	0.0	0.0	0.0	0.961724743453323	0.0	0.0	0.0	0.0	0.9806999742729857	0.0	0.9974137494342116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9955483382986117	0.0	0.0	0.0	0.0	0.0	0.9914531339087767	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9673942851254833	0.9037117432479838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99850010458795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alicycliphilus	0.0	0.0	0.9180004321647787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9336773755244548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8730113179829877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8468732701877614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9378934722869388	0.0	0.0	0.0	0.0
Alistipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8050717164066419	0.0	0.0	0.0	0.8489106484895931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8082555526244267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8232563609853244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aliterella	0.8418389766498375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756130093189126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8479195017514569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.8069369220241794	0.0	0.8594643129885858	0.0	0.0	0.0	0.0	0.8390445749004891	0.0	0.8707560356301215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8458229744436845	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8342848155923587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.8243152836111665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8657294457983564	1.000000000000001	0.890439019054775	0.0	0.0	0.8769663679123166	0.0	0.8513540672271733	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8618442514138983	0.0	0.0	0.0	0.8271963561346567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8616063257771578	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0
Alkanindiges	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8200628072122282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8265133410124246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8345543352091715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8317868710765755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
