	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
38	Citrobacter	1	Throat	Throat	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
42	Conchiformibius	20	Throat	Throat	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
48	Crocosphaera	23	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
52	Dechloromonas	6	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	7.0	#38e7d7	#14cae5
53	Alicycliphilus	4	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	7.0	#38e7d7	#14cae5
54	Dehalobacter	14	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
62	Delftia	7	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
70	Desulfotomaculum	12	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
71	Anaerofustis	1	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
72	Desulfovibrio	1	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
76	Echinicola	3	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
86	Eggerthella	2	Stool	Stool	#b2f396	2.0	14.0	#5247fc	#a8f79c
87	Catabacter	3	Stool	Stool	#b2f396	2.0	14.0	#5247fc	#a8f79c
88	Elizabethkingia	5	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	7.0	#38e7d7	#14cae5
92	Enhydrobacter	18	Posterior_fornix	Posterior_fornix	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
93	Bosea	14	Posterior_fornix	Posterior_fornix	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
94	Enterorhabdus	1	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
95	Cellulomonas	10	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
96	Erysipelatoclostridium	4	Stool	Stool	#b2f396	2.0	14.0	#5247fc	#a8f79c
100	Escherichia	5	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
102	Exiguobacterium	2	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
108	Facklamia	1	Posterior_fornix	Posterior_fornix	#4df3ce	15.0	5.0	#dbd87b	#169bf2
112	Faecalicoccus	4	Stool	Stool	#b2f396	2.0	14.0	#5247fc	#a8f79c
118	Faecalitalea	41	Stool	Stool	#b2f396	14.0	0.0	#c4e88a	#8000ff
121	Butyricicoccus	19	Stool	Stool	#b2f396	14.0	0.0	#c4e88a	#8000ff
122	Fenollaria	5	Posterior_fornix	Posterior_fornix	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
126	Flavobacterium	2	Throat	Throat	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
134	Gallibacterium	3	Attached	Buccal_mucosa	#4e4dfc	9.0	3.0	#50f4cc	#425ffa
146	Gordonibacter	1	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
147	Adlercreutzia	9	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
154	Gulbenkiania	3	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
162	Hallella	1	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
168	Helicobacter	10	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
178	Herbaspirillum	8	Mid_vagina	Posterior_fornix	#18cde4	7.0	11.0	#22d6e0	#68fcc1
184	Holdemania	40	Stool	Stool	#b2f396	14.0	0.0	#c4e88a	#8000ff
190	Hungatella	2	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
198	Janibacter	1	Throat	Throat	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
208	Kandleria	4	Stool	Stool	#b2f396	13.0	15.0	#acf59a	#beec8e
209	Catenibacterium	5	Stool	Stool	#b2f396	13.0	15.0	#acf59a	#beec8e
210	Kocuria	10	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
222	Leucobacter	35	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
236	Leuconostoc	6	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
237	Brochothrix	22	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
238	Levyella	28	Anterior_nares	Stool	#8000ff	2.0	14.0	#5247fc	#a8f79c
242	Mageeibacillus	1	Posterior_fornix	Attached	#4df3ce	16.0	17.0	#f2c26b	#e8cb72
243	Chlamydia	14	Attached	Posterior_fornix	#4e4dfc	16.0	17.0	#f2c26b	#e8cb72
244	Mangrovimonas	38	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
258	Mannheimia	1	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
270	Marvinbryantia	1	Stool	Stool	#b2f396	14.0	0.0	#c4e88a	#8000ff
276	Methylobacterium	5	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
292	Microbacterium	12	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
310	Micrococcus	15	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
330	Microvirga	16	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
340	Mitsuokella	11	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
344	Mobiluncus	1	Posterior_fornix	Attached	#4df3ce	16.0	17.0	#f2c26b	#e8cb72
348	Modestobacter	14	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
360	Necropsobacter	12	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
374	Nocardia	17	Mid_vagina	Posterior_fornix	#18cde4	7.0	11.0	#22d6e0	#68fcc1
382	Nosocomiicoccus	3	Posterior_fornix	Posterior_fornix	#4df3ce	15.0	5.0	#dbd87b	#169bf2
390	Novosphingobium	28	Throat	Throat	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
402	Paenibacillus	1	Anterior_nares	Posterior_fornix	#8000ff	7.0	11.0	#22d6e0	#68fcc1
412	Paracoccus	3	Anterior_nares	Anterior_nares	#8000ff	22.0	20.0	#ff0000	#ff8143
413	Klebsiella	1	Anterior_nares	Anterior_nares	#8000ff	22.0	20.0	#ff0000	#ff8143
414	Paraprevotella	3	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
418	Parasutterella	6	Stool	Stool	#b2f396	15.0	22.0	#dbd87b	#ff4422
419	Megamonas	3	Stool	Stool	#b2f396	15.0	22.0	#dbd87b	#ff4422
420	Parvimonas	2	Throat	Subgingival_plaque	#ff5029	22.0	18.0	#ff0000	#feb562
421	Eggerthia	10	Subgingival_plaque	Throat	#e4cf74	22.0	18.0	#ff0000	#feb562
422	Pasteurella	2	Buccal_mucosa	Attached	#1996f3	9.0	3.0	#50f4cc	#425ffa
426	Pectobacterium	9	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
432	Pedobacter	5	Anterior_nares	Anterior_nares	#8000ff	15.0	21.0	#dbd87b	#ff6232
433	Lelliottia	13	Anterior_nares	Anterior_nares	#8000ff	15.0	21.0	#dbd87b	#ff6232
434	Phascolarctobacterium	20	Stool	Stool	#b2f396	15.0	22.0	#dbd87b	#ff4422
436	Photobacterium	2	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
450	Porphyrobacter	1	Buccal_mucosa	Buccal_mucosa	#1996f3	11.0	23.0	#7effb5	#ff2211
451	Morococcus	27	Buccal_mucosa	Buccal_mucosa	#1996f3	11.0	23.0	#7effb5	#ff2211
452	Proteiniphilum	1	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
454	Pseudoflavonifractor	1	Stool	Stool	#b2f396	21.0	4.0	#ff2613	#2c7ef7
455	Coprobacillus	20	Stool	Stool	#b2f396	3.0	4.0	#3c68f9	#2c7ef7
460	Pseudomonas	2	Mid_vagina	Posterior_fornix	#18cde4	7.0	11.0	#22d6e0	#68fcc1
466	Psychrobacter	1	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
474	Rheinheimera	8	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
490	Rhodopseudomonas	5	Posterior_fornix	Posterior_fornix	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
504	Rikenella	1	Stool	Stool	#b2f396	20.0	1.0	#ff4a26	#6c1fff
506	Risungbinella	9	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
528	Runella	32	Attached	Attached	#4e4dfc	6.0	8.0	#0ac0e8	#2adddd
529	Alysiella	28	Attached	Attached	#4e4dfc	6.0	8.0	#0ac0e8	#2adddd
530	Sanguibacteroides	1	Stool	Stool	#b2f396	15.0	22.0	#dbd87b	#ff4422
534	Senegalimassilia	7	Stool	Stool	#b2f396	20.0	1.0	#ff4a26	#6c1fff
538	Serratia	33	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
548	Shuttleworthia	17	Subgingival_plaque	Anterior_nares	#e4cf74	19.0	10.0	#ff6b37	#54f6cb
562	Simonsiella	14	Attached	Attached	#4e4dfc	6.0	8.0	#0ac0e8	#2adddd
566	Sinorhizobium	5	Stool	Stool	#b2f396	12.0	16.0	#96fca7	#d4dd80
572	Sneathia	1	Posterior_fornix	Attached	#4df3ce	16.0	17.0	#f2c26b	#e8cb72
578	Sphingobacterium	7	Anterior_nares	Anterior_nares	#8000ff	22.0	20.0	#ff0000	#ff8143
582	Sphingobium	28	Mid_vagina	Anterior_nares	#18cde4	4.0	2.0	#2489f5	#5641fd
598	Sphingomonas	11	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
616	Sphingopyxis	19	Mid_vagina	Posterior_fornix	#18cde4	7.0	11.0	#22d6e0	#68fcc1
630	Stenotrophomonas	1	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
648	Streptobacillus	25	Buccal_mucosa	Buccal_mucosa	#1996f3	9.0	3.0	#50f4cc	#425ffa
668	Streptomyces	22	Anterior_nares	Anterior_nares	#8000ff	19.0	10.0	#ff6b37	#54f6cb
694	Subdoligranulum	6	Stool	Stool	#b2f396	14.0	0.0	#c4e88a	#8000ff
698	Tepidiphilus	12	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
722	Terrisporobacter	40	Stool	Stool	#b2f396	10.0	9.0	#66fcc2	#3febd5
723	Anaerostipes	30	Stool	Stool	#b2f396	10.0	9.0	#66fcc2	#3febd5
724	Thauera	56	Supragingival_plaque	Supragingival_plaque	#ff964f	18.0	24.0	#ff8c49	#ff0000
725	Scardovia	20	Supragingival_plaque	Supragingival_plaque	#ff964f	18.0	24.0	#ff8c49	#ff0000
726	Turicibacter	12	Stool	Stool	#b2f396	10.0	9.0	#66fcc2	#3febd5
730	Tyzzerella	16	Stool	Stool	#b2f396	15.0	22.0	#dbd87b	#ff4422
734	Vibrio	1	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
754	Xanthomonas	4	Anterior_nares	Anterior_nares	#8000ff	4.0	2.0	#2489f5	#5641fd
780	Xenorhabdus	1	Saliva	Saliva	#7effb5	1.0	13.0	#6a22fe	#94fda8
792	Xylanimonas	1	Tongue_dorsum	Tongue_dorsum	#ff0000	17.0	19.0	#ffa759	#ff9d53
793	Isoptericola	27	Tongue_dorsum	Tongue_dorsum	#ff0000	17.0	19.0	#ffa759	#ff9d53
