	source	target	weight	edge_sample	edcolor
1998	Capnocytophaga sp. oral taxon 324	Bacteroidetes oral taxon 274	3.0	Intertype	#cccccc
1999	Bacteroidetes oral taxon 274	Capnocytophaga sp. oral taxon 324	3.0	Intertype	#cccccc
2000	Capnocytophaga sp. oral taxon 324	Campylobacter concisus	6.0	Intertype	#cccccc
2001	Campylobacter concisus	Capnocytophaga sp. oral taxon 324	6.0	Intertype	#cccccc
2002	Capnocytophaga sp. oral taxon 324	Campylobacter gracilis	6.0	Intertype	#cccccc
2003	Campylobacter gracilis	Capnocytophaga sp. oral taxon 324	6.0	Intertype	#cccccc
2004	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 323	7.0	Supragingival_plaque	#ff964f
2005	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 324	7.0	Supragingival_plaque	#ff964f
2006	Capnocytophaga sp. oral taxon 326	Actinomyces sp. oral taxon 171	6.0	Supragingival_plaque	#ff964f
2007	Actinomyces sp. oral taxon 171	Capnocytophaga sp. oral taxon 326	6.0	Supragingival_plaque	#ff964f
2008	Capnocytophaga sp. oral taxon 326	Actinomyces sp. oral taxon 448	3.0	Supragingival_plaque	#ff964f
2009	Actinomyces sp. oral taxon 448	Capnocytophaga sp. oral taxon 326	3.0	Supragingival_plaque	#ff964f
2010	Capnocytophaga sp. oral taxon 326	Actinomyces sp. oral taxon 848	3.0	Supragingival_plaque	#ff964f
2011	Actinomyces sp. oral taxon 848	Capnocytophaga sp. oral taxon 326	3.0	Supragingival_plaque	#ff964f
2012	Capnocytophaga sp. oral taxon 326	Aggregatibacter aphrophilus	5.0	Intertype	#cccccc
2013	Aggregatibacter aphrophilus	Capnocytophaga sp. oral taxon 326	5.0	Intertype	#cccccc
2014	Capnocytophaga sp. oral taxon 326	Aggregatibacter sp. oral taxon 458	6.0	Intertype	#cccccc
2015	Aggregatibacter sp. oral taxon 458	Capnocytophaga sp. oral taxon 326	6.0	Intertype	#cccccc
2016	Capnocytophaga sp. oral taxon 326	Capnocytophaga sp. oral taxon 323	6.0	Supragingival_plaque	#ff964f
2017	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 326	6.0	Supragingival_plaque	#ff964f
2018	Capnocytophaga sp. oral taxon 326	Capnocytophaga sp. oral taxon 324	5.0	Supragingival_plaque	#ff964f
2019	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 326	5.0	Supragingival_plaque	#ff964f
2020	Capnocytophaga sp. oral taxon 329	Actinobacillus ureae	3.0	Intertype	#cccccc
2021	Actinobacillus ureae	Capnocytophaga sp. oral taxon 329	3.0	Intertype	#cccccc
2022	Capnocytophaga sp. oral taxon 329	Actinomyces oris	5.0	Supragingival_plaque	#ff964f
2023	Actinomyces oris	Capnocytophaga sp. oral taxon 329	5.0	Supragingival_plaque	#ff964f
2024	Capnocytophaga sp. oral taxon 329	Actinomyces sp. oral taxon 171	5.0	Supragingival_plaque	#ff964f
2025	Actinomyces sp. oral taxon 171	Capnocytophaga sp. oral taxon 329	5.0	Supragingival_plaque	#ff964f
2026	Capnocytophaga sp. oral taxon 329	Actinomyces sp. oral taxon 175	5.0	Supragingival_plaque	#ff964f
